region,vendor_id,total_spend,average_spend,total_purchase_orders,vendor_rank,total_vendors,gold_load_timestamp
NORTH,V0139,18015893.29000001,120105.95526666673,114,92,107,2026-07-12T09:09:56.639Z
NORTH,V0304,17720842.41,112871.60770700638,127,93,107,2026-07-12T09:09:56.639Z
NORTH,V0343,17268587.849999998,145114.18361344535,91,94,107,2026-07-12T09:09:56.639Z
NORTH,V0037,16163062.13,120619.86664179106,104,95,107,2026-07-12T09:09:56.639Z
NORTH,V0007,15708669.410000002,98796.66295597485,118,96,107,2026-07-12T09:09:56.639Z
NORTH,V0261,15373468.129999999,252024.067704918,37,97,107,2026-07-12T09:09:56.639Z
NORTH,V0288,14801898.000000002,112991.58778625955,89,98,107,2026-07-12T09:09:56.639Z
NORTH,V0333,14380324.019999998,108122.73699248118,101,99,107,2026-07-12T09:09:56.639Z
NORTH,V0349,13564383.750000006,113986.41806722694,92,100,107,2026-07-12T09:09:56.639Z
NORTH,V0364,13544723.860000001,110119.7061788618,95,101,107,2026-07-12T09:09:56.639Z
NORTH,V0205,13342984.110000003,127076.03914285717,84,102,107,2026-07-12T09:09:56.639Z
NORTH,V0086,13226850.67,128416.0259223301,78,103,107,2026-07-12T09:09:56.639Z
NORTH,V0456,12839714.030000001,104387.91894308945,88,104,107,2026-07-12T09:09:56.639Z
NORTH,V0279,11378705.459999999,113787.05459999999,80,105,107,2026-07-12T09:09:56.639Z
NORTH,V0389,10820752.52,177389.38557377047,48,106,107,2026-07-12T09:09:56.639Z
NORTH,V0159,444457.04000000004,34189.00307692308,11,107,107,2026-07-12T09:09:56.639Z
SOUTH,V0380,123006503.02000007,170133.47582296,541,1,106,2026-07-12T09:09:56.639Z
SOUTH,V0070,109388712.24000008,173083.40544303812,476,2,106,2026-07-12T09:09:56.639Z
SOUTH,V0221,93132907.6099999,158120.3864346348,436,3,106,2026-07-12T09:09:56.639Z
SOUTH,V0082,92061991.76,184863.43726907633,368,4,106,2026-07-12T09:09:56.639Z
SOUTH,V0236,78011783.04,176497.2466968326,326,5,106,2026-07-12T09:09:56.639Z
SOUTH,V0388,76900544.91,174773.96570454544,331,6,106,2026-07-12T09:09:56.639Z
SOUTH,V0034,76729092.94000001,194250.86820253168,275,7,106,2026-07-12T09:09:56.639Z
SOUTH,V0209,66083598.53999997,185108.11915966377,268,8,106,2026-07-12T09:09:56.639Z
SOUTH,V0005,64396733.34999999,133326.5700828157,365,9,106,2026-07-12T09:09:56.639Z
SOUTH,V0148,63383068.06999998,165491.03934725843,291,10,106,2026-07-12T09:09:56.639Z
SOUTH,V0021,62024614.76999999,154290.0864925373,292,11,106,2026-07-12T09:09:56.639Z
SOUTH,V0401,56841793.94999998,164282.6414739884,257,12,106,2026-07-12T09:09:56.639Z
SOUTH,V0407,56359701.41999999,134189.76528571427,317,13,106,2026-07-12T09:09:56.639Z
SOUTH,V0242,54251532.98,166927.79378461538,237,14,106,2026-07-12T09:09:56.639Z
SOUTH,V0295,53911693.31999998,150171.84768802222,274,15,106,2026-07-12T09:09:56.639Z
SOUTH,V0394,52556651.30999996,152780.963110465,255,16,106,2026-07-12T09:09:56.639Z
SOUTH,V0085,51165185.88999997,167206.48983660122,229,17,106,2026-07-12T09:09:56.639Z
SOUTH,V0425,49787358.00000001,172872.77083333337,200,18,106,2026-07-12T09:09:56.639Z
SOUTH,V0055,49069503.76999999,180402.58738970585,204,19,106,2026-07-12T09:09:56.639Z
SOUTH,V0100,48622005.880000025,135815.65888268163,259,20,106,2026-07-12T09:09:56.639Z
SOUTH,V0454,48462097.08000002,150503.4070807454,231,21,106,2026-07-12T09:09:56.639Z
SOUTH,V0091,48087667.96000001,161911.33993265996,215,22,106,2026-07-12T09:09:56.639Z
SOUTH,V0074,46974341.21999998,130484.2811666666,266,23,106,2026-07-12T09:09:56.639Z
SOUTH,V0316,45959865.97000001,123881.04035040435,290,24,106,2026-07-12T09:09:56.639Z
SOUTH,V0094,45357305.22,165537.6102919708,200,25,106,2026-07-12T09:09:56.639Z
SOUTH,V0404,45196485.21000002,163755.38119565227,196,26,106,2026-07-12T09:09:56.639Z
SOUTH,V0016,44878278.95,172608.7651923077,188,27,106,2026-07-12T09:09:56.639Z
SOUTH,V0101,44158920.98999997,129879.17938235286,249,28,106,2026-07-12T09:09:56.639Z
SOUTH,V0275,44046881.199999996,209747.05333333332,158,29,106,2026-07-12T09:09:56.639Z
SOUTH,V0006,43409623.71000001,121255.93215083801,270,30,106,2026-07-12T09:09:56.639Z
SOUTH,V0422,42895768.46,174373.0425203252,181,31,106,2026-07-12T09:09:56.639Z
SOUTH,V0356,42276606.98999999,163230.14281853277,202,32,106,2026-07-12T09:09:56.639Z
SOUTH,V0149,42226180.019999966,215439.69397959166,137,33,106,2026-07-12T09:09:56.639Z
SOUTH,V0334,41869771.47,179698.59,172,34,106,2026-07-12T09:09:56.639Z
SOUTH,V0172,41214614.419999994,134688.28241830063,222,35,106,2026-07-12T09:09:56.639Z
SOUTH,V0418,40474390.069999985,155670.73103846147,190,36,106,2026-07-12T09:09:56.639Z
SOUTH,V0218,39574393.889999986,182370.4787557603,173,37,106,2026-07-12T09:09:56.639Z
SOUTH,V0412,39302284.550000004,200521.8599489796,144,38,106,2026-07-12T09:09:56.639Z
SOUTH,V0197,38613191.73,104642.79601626015,273,39,106,2026-07-12T09:09:56.639Z
SOUTH,V0199,38454962.80999998,140860.66963369955,194,40,106,2026-07-12T09:09:56.639Z
SOUTH,V0272,37495215.22999999,160235.96252136747,181,41,106,2026-07-12T09:09:56.639Z
SOUTH,V0203,36637447.28,173637.19090047394,156,42,106,2026-07-12T09:09:56.639Z
SOUTH,V0137,36591906.91,175080.89430622009,160,43,106,2026-07-12T09:09:56.639Z
SOUTH,V0402,36548475.56,109099.92704477612,259,44,106,2026-07-12T09:09:56.639Z
SOUTH,V0331,34689116.04,145142.7449372385,180,45,106,2026-07-12T09:09:56.639Z
SOUTH,V0403,34490417.23999999,163461.69308056866,153,46,106,2026-07-12T09:09:56.639Z
SOUTH,V0029,33524363.54,179274.67133689838,139,47,106,2026-07-12T09:09:56.639Z
SOUTH,V0171,32738274.009999994,153700.81694835678,164,48,106,2026-07-12T09:09:56.639Z
SOUTH,V0328,32411084.689999998,107678.0222259136,214,49,106,2026-07-12T09:09:56.639Z
SOUTH,V0352,32213354.909999996,117139.47239999998,215,50,106,2026-07-12T09:09:56.639Z
SOUTH,V0287,31347926.7,192318.56871165644,120,51,106,2026-07-12T09:09:56.639Z
SOUTH,V0180,31245600.33,172627.62613259666,129,52,106,2026-07-12T09:09:56.639Z
SOUTH,V0098,30936716.290000007,103467.27856187292,230,53,106,2026-07-12T09:09:56.639Z
SOUTH,V0175,30545974.60000001,203639.83066666673,116,54,106,2026-07-12T09:09:56.639Z
SOUTH,V0240,30526411.830000002,135072.61871681418,169,55,106,2026-07-12T09:09:56.639Z
SOUTH,V0182,29723507.55,124888.68718487395,183,56,106,2026-07-12T09:09:56.639Z
SOUTH,V0481,29716994.77999999,126995.70418803414,193,57,106,2026-07-12T09:09:56.639Z
SOUTH,V0024,29714169.690000005,124849.45247899162,181,58,106,2026-07-12T09:09:56.639Z
SOUTH,V0299,29708628.65,165969.99245810055,129,59,106,2026-07-12T09:09:56.639Z
SOUTH,V0291,29063960.69999998,116722.73373493968,188,60,106,2026-07-12T09:09:56.639Z
SOUTH,V0477,28961101.68000001,133461.2980645162,150,61,106,2026-07-12T09:09:56.639Z
SOUTH,V0255,28952177.48000002,149238.02824742277,146,62,106,2026-07-12T09:09:56.639Z
SOUTH,V0058,27616932.00999999,166367.06030120476,124,63,106,2026-07-12T09:09:56.639Z
SOUTH,V0273,27597783.03,180377.6668627451,112,64,106,2026-07-12T09:09:56.639Z
SOUTH,V0077,27529833.669999998,193872.06809859152,106,65,106,2026-07-12T09:09:56.639Z
SOUTH,V0358,26982722.439999994,118345.2738596491,176,66,106,2026-07-12T09:09:56.639Z
SOUTH,V0386,26726857.009999998,123735.44912037037,165,67,106,2026-07-12T09:09:56.639Z
SOUTH,V0395,26677073.919999998,177847.15946666666,107,68,106,2026-07-12T09:09:56.639Z
SOUTH,V0347,26401353.349999998,134700.78239795918,142,69,106,2026-07-12T09:09:56.639Z
SOUTH,V0212,26217572.870000016,127890.59936585373,152,70,106,2026-07-12T09:09:56.639Z
SOUTH,V0237,25248229.459999997,123765.8306862745,154,71,106,2026-07-12T09:09:56.639Z
SOUTH,V0439,25189558.210000005,108575.68193965519,183,72,106,2026-07-12T09:09:56.639Z
SOUTH,V0190,25032946.839999992,113271.25266968322,171,73,106,2026-07-12T09:09:56.639Z
SOUTH,V0015,24860195.52,147101.74863905326,128,74,106,2026-07-12T09:09:56.639Z
SOUTH,V0262,24341744.529999994,119910.07157635465,156,75,106,2026-07-12T09:09:56.639Z
SOUTH,V0033,23723271.40999999,189786.17127999992,101,76,106,2026-07-12T09:09:56.639Z
SOUTH,V0191,23569085.980000004,165979.4787323944,106,77,106,2026-07-12T09:09:56.639Z
SOUTH,V0478,23495954.80000001,150615.09487179492,111,78,106,2026-07-12T09:09:56.639Z
SOUTH,V0311,23196354.750000007,110458.83214285718,175,79,106,2026-07-12T09:09:56.639Z
SOUTH,V0004,22801155.879999995,131798.58890173407,138,80,106,2026-07-12T09:09:56.639Z
SOUTH,V0498,22255570.66,139097.316625,117,81,106,2026-07-12T09:09:56.639Z
SOUTH,V0461,22075399.819999993,140607.64216560504,121,82,106,2026-07-12T09:09:56.639Z
SOUTH,V0110,22029368.74,158484.6671942446,97,83,106,2026-07-12T09:09:56.639Z
SOUTH,V0117,21593416.880000006,168698.56937500005,89,84,106,2026-07-12T09:09:56.639Z
SOUTH,V0142,20585874.1,115004.88324022347,131,85,106,2026-07-12T09:09:56.639Z
SOUTH,V0214,18700612.539999995,129865.36486111108,119,86,106,2026-07-12T09:09:56.639Z
SOUTH,V0423,18633866.290000007,141165.65371212128,95,87,106,2026-07-12T09:09:56.639Z
SOUTH,V0254,18309719.580000002,223289.26317073172,63,88,106,2026-07-12T09:09:56.639Z
SOUTH,V0259,16568446.650000004,169065.78214285718,70,89,106,2026-07-12T09:09:56.639Z
SOUTH,V0490,16524650.519999998,101378.22404907974,121,90,106,2026-07-12T09:09:56.639Z
SOUTH,V0111,16158058.889999995,134650.49074999997,95,91,106,2026-07-12T09:09:56.639Z
SOUTH,V0370,15169896.950000003,129657.23888888891,92,92,106,2026-07-12T09:09:56.639Z
SOUTH,V0076,14581162.200000001,123569.17118644068,91,93,106,2026-07-12T09:09:56.639Z
SOUTH,V0151,14303716.81,152167.20010638298,71,94,106,2026-07-12T09:09:56.639Z
SOUTH,V0164,13880875.329999996,127347.48009174308,80,95,106,2026-07-12T09:09:56.639Z
SOUTH,V0162,13361324.87,130993.38107843137,81,96,106,2026-07-12T09:09:56.639Z
SOUTH,V0372,13112378.360000001,150716.99264367818,67,97,106,2026-07-12T09:09:56.639Z
SOUTH,V0118,12379965.14,139100.73191011237,74,98,106,2026-07-12T09:09:56.639Z
SOUTH,V0061,11618748.05,111718.73125000001,71,99,106,2026-07-12T09:09:56.639Z
SOUTH,V0067,11470268.310000002,166235.7726086957,53,100,106,2026-07-12T09:09:56.639Z
SOUTH,V0235,9292166.260000002,108048.44488372095,62,101,106,2026-07-12T09:09:56.639Z
SOUTH,V0245,8853657.77,116495.4969736842,61,102,106,2026-07-12T09:09:56.639Z
SOUTH,V0313,8461035.870000001,122623.70826086958,55,103,106,2026-07-12T09:09:56.639Z
SOUTH,V0417,7359947.55,106665.90652173913,57,104,106,2026-07-12T09:09:56.639Z
SOUTH,V0337,6777802.31,123232.76927272727,42,105,106,2026-07-12T09:09:56.639Z
SOUTH,V0410,5068330.53,123617.81780487805,33,106,106,2026-07-12T09:09:56.639Z
WEST,V0232,98275174.33000003,173019.67311619723,405,1,88,2026-07-12T09:09:56.639Z
WEST,V0228,88679008.42000003,150558.5881494058,414,2,88,2026-07-12T09:09:56.639Z
WEST,V0387,87861453.75999995,176428.62200803202,358,3,88,2026-07-12T09:09:56.639Z
WEST,V0497,83121124.04999998,171383.760927835,370,4,88,2026-07-12T09:09:56.639Z
WEST,V0097,81353640.40999997,161415.9531944444,383,5,88,2026-07-12T09:09:56.639Z
WEST,V0271,81330354.24000001,138552.56258943785,423,6,88,2026-07-12T09:09:56.639Z
WEST,V0108,74804758.27999999,149609.51655999996,358,7,88,2026-07-12T09:09:56.639Z
WEST,V0496,73753884.42,149299.36117408908,369,8,88,2026-07-12T09:09:56.639Z
WEST,V0452,72087358.05999999,189205.66419947502,258,9,88,2026-07-12T09:09:56.639Z
WEST,V0247,70678319.15,146331.92370600416,368,10,88,2026-07-12T09:09:56.639Z
WEST,V0256,65026574.100000046,181638.47513966492,243,11,88,2026-07-12T09:09:56.639Z
WEST,V0457,64454518.13000002,176105.24079234977,277,12,88,2026-07-12T09:09:56.639Z
WEST,V0491,57541782.39999999,148303.5628865979,301,13,88,2026-07-12T09:09:56.639Z
WEST,V0173,56874285.64000001,172870.16911854106,248,14,88,2026-07-12T09:09:56.639Z
WEST,V0315,56296298.01000003,198926.8480918729,203,15,88,2026-07-12T09:09:56.639Z
WEST,V0257,55957477.79000004,116578.07872916674,369,16,88,2026-07-12T09:09:56.639Z
WEST,V0030,55015169.980000004,150314.67207650276,284,17,88,2026-07-12T09:09:56.639Z
WEST,V0157,51110223.40999998,166482.8124104234,226,18,88,2026-07-12T09:09:56.639Z
WEST,V0138,50745305.690000005,132149.23356770835,288,19,88,2026-07-12T09:09:56.639Z
WEST,V0305,50250533.260000005,136922.43395095368,270,20,88,2026-07-12T09:09:56.639Z
WEST,V0361,49146092,173049.61971830987,220,21,88,2026-07-12T09:09:56.639Z
WEST,V0186,48980603.30999997,137585.9643539325,258,22,88,2026-07-12T09:09:56.639Z
WEST,V0220,46676791.94999999,141017.49833836855,239,23,88,2026-07-12T09:09:56.639Z
WEST,V0485,46095760.97000002,170095.05892988938,203,24,88,2026-07-12T09:09:56.639Z
WEST,V0113,46000516.82000003,181104.39692913397,173,25,88,2026-07-12T09:09:56.639Z
WEST,V0426,44480989.82999997,155527.93646853135,218,26,88,2026-07-12T09:09:56.639Z
WEST,V0065,43979208.36999999,150099.68726962453,212,27,88,2026-07-12T09:09:56.639Z
WEST,V0095,43899428.51,157345.62189964156,204,28,88,2026-07-12T09:09:56.639Z
WEST,V0119,43323119.009999976,161052.48702602222,199,29,88,2026-07-12T09:09:56.639Z
WEST,V0125,43234821.14999998,110012.26755725186,313,30,88,2026-07-12T09:09:56.639Z
WEST,V0025,42831325.6,141825.58145695366,235,31,88,2026-07-12T09:09:56.639Z
WEST,V0038,42619423.83,188581.52137168142,176,32,88,2026-07-12T09:09:56.639Z
WEST,V0495,42283222.59,140944.07530000003,238,33,88,2026-07-12T09:09:56.639Z
WEST,V0239,42077120.900000006,161215.022605364,194,34,88,2026-07-12T09:09:56.639Z
WEST,V0322,41137363.39999996,133997.9263843647,229,35,88,2026-07-12T09:09:56.639Z
WEST,V0217,41136937.970000006,137123.12656666667,217,36,88,2026-07-12T09:09:56.639Z
WEST,V0227,39952587.67,136356.95450511947,214,37,88,2026-07-12T09:09:56.639Z
WEST,V0318,39409222.05999999,133590.58325423725,222,38,88,2026-07-12T09:09:56.639Z
WEST,V0419,38606243.760000005,170071.55841409694,166,39,88,2026-07-12T09:09:56.639Z
WEST,V0063,35754663.36,182421.75183673468,148,40,88,2026-07-12T09:09:56.639Z
WEST,V0263,35444272.480000004,134769.0968821293,194,41,88,2026-07-12T09:09:56.639Z
WEST,V0265,35342799.949999996,170738.16400966182,166,42,88,2026-07-12T09:09:56.639Z
WEST,V0409,35301129.63999999,123863.6127719298,229,43,88,2026-07-12T09:09:56.639Z
WEST,V0267,35241602.23,184511.00643979057,139,44,88,2026-07-12T09:09:56.639Z
WEST,V0416,34973188.49000001,123145.02989436623,211,45,88,2026-07-12T09:09:56.639Z
WEST,V0106,34050628.78999999,142471.250167364,173,46,88,2026-07-12T09:09:56.639Z
WEST,V0480,33650248.92,145672.07324675325,178,47,88,2026-07-12T09:09:56.639Z
WEST,V0184,33075471.609999996,138391.09460251045,158,48,88,2026-07-12T09:09:56.639Z
WEST,V0123,32723160.160000008,127327.47143968874,186,49,88,2026-07-12T09:09:56.639Z
WEST,V0045,32594729.069999993,148834.37931506845,170,50,88,2026-07-12T09:09:56.639Z
WEST,V0463,32290301.46,160648.26597014925,158,51,88,2026-07-12T09:09:56.639Z
WEST,V0122,31585079.63000001,122899.14252918292,186,52,88,2026-07-12T09:09:56.639Z
WEST,V0365,31107991.28,131813.52237288136,175,53,88,2026-07-12T09:09:56.639Z
WEST,V0244,30953301.810000025,98892.33805111829,229,54,88,2026-07-12T09:09:56.639Z
WEST,V0088,30915517.76000001,106238.89264604815,226,55,88,2026-07-12T09:09:56.639Z
WEST,V0096,30788673.8,190053.54197530865,115,56,88,2026-07-12T09:09:56.639Z
WEST,V0269,30446335.069999997,142940.54023474175,162,57,88,2026-07-12T09:09:56.639Z
WEST,V0168,30376976.8,151129.23781094528,147,58,88,2026-07-12T09:09:56.639Z
WEST,V0260,29759918.259999994,115348.52038759687,199,59,88,2026-07-12T09:09:56.639Z
WEST,V0219,29545212.709999997,164140.0706111111,140,60,88,2026-07-12T09:09:56.639Z
WEST,V0474,29128150.350000005,173381.8473214286,134,61,88,2026-07-12T09:09:56.639Z
WEST,V0500,28973987.690000016,113623.48113725496,198,62,88,2026-07-12T09:09:56.639Z
WEST,V0414,28806572.990000006,133363.76384259263,162,63,88,2026-07-12T09:09:56.639Z
WEST,V0211,26776462.599999987,121711.19363636358,161,64,88,2026-07-12T09:09:56.639Z
WEST,V0078,26774441.22,172738.33045161288,118,65,88,2026-07-12T09:09:56.639Z
WEST,V0448,26627448.849999998,122144.2607798165,163,66,88,2026-07-12T09:09:56.639Z
WEST,V0375,25021512.450000003,266186.3026595745,69,67,88,2026-07-12T09:09:56.639Z
WEST,V0011,24753315.66999999,168389.90251700673,99,68,88,2026-07-12T09:09:56.639Z
WEST,V0241,24533079.999999996,143468.30409356722,130,69,88,2026-07-12T09:09:56.639Z
WEST,V0472,24193417.04,144870.76071856287,124,70,88,2026-07-12T09:09:56.639Z
WEST,V0226,23403267.52,137666.27952941175,128,71,88,2026-07-12T09:09:56.639Z
WEST,V0284,23346390.56,176866.59515151515,92,72,88,2026-07-12T09:09:56.639Z
WEST,V0296,23101852.38,228731.2116831683,73,73,88,2026-07-12T09:09:56.639Z
WEST,V0445,22067377.17,121919.21088397791,134,74,88,2026-07-12T09:09:56.639Z
WEST,V0179,21371618.369999994,134412.69415094337,119,75,88,2026-07-12T09:09:56.639Z
WEST,V0188,20246403.93,95053.53957746479,158,76,88,2026-07-12T09:09:56.639Z
WEST,V0048,20048593.259999998,100746.69979899496,150,77,88,2026-07-12T09:09:56.639Z
WEST,V0258,19423435.41,168899.4383478261,87,78,88,2026-07-12T09:09:56.639Z
WEST,V0224,19133416.180000003,119583.85112500002,128,79,88,2026-07-12T09:09:56.639Z
WEST,V0399,19022310.16,95111.5508,155,80,88,2026-07-12T09:09:56.639Z
WEST,V0373,16983025.259999998,186626.65120879118,67,81,88,2026-07-12T09:09:56.639Z
WEST,V0405,16831151.549999997,165011.28970588231,75,82,88,2026-07-12T09:09:56.639Z
WEST,V0479,15860020.079999998,127903.38774193547,100,83,88,2026-07-12T09:09:56.639Z
WEST,V0023,14269434.310000002,176165.85567901237,69,84,88,2026-07-12T09:09:56.639Z
WEST,V0079,11427350.330000002,137678.91963855425,67,85,88,2026-07-12T09:09:56.639Z
WEST,V0136,10848233.600000001,174971.50967741938,46,86,88,2026-07-12T09:09:56.639Z
WEST,V0433,10343025.58,99452.16903846154,75,87,88,2026-07-12T09:09:56.639Z
WEST,V0338,9320841.56,133154.87942857144,58,88,88,2026-07-12T09:09:56.639Z
