vendor_id,item_name,total_spend,average_invoice_amount,total_purchase_orders,total_quantity_purchased,latest_active_contract_price,total_vendors,gold_load_timestamp
V0072,Fluid Bearing Premium,1716289.6500000001,214536.20625000002,5,2301.0,877.72,500,2026-07-11T20:39:56.570Z
V0246,Structural Gearbox Heavy Duty,1870270.09,623423.3633333334,2,867.0,2517.27,500,2026-07-11T20:39:56.570Z
V0464,Structural Transformer Oil Kit,1949699.8900000001,324949.9816666667,3,960.0,3048.62,500,2026-07-11T20:39:56.570Z
V0366,Safety Pneumatic Cylinder,91676.14,30558.713333333333,2,721.0,234.35,500,2026-07-11T20:39:56.570Z
V0072,Safety Transformer Oil Kit,398409.4,132803.13333333333,2,889.0,453.17,500,2026-07-11T20:39:56.570Z
V0072,Structural Pneumatic Cylinder Premium,3135708.36,1045236.12,2,899.0,3202.21,500,2026-07-11T20:39:56.570Z
V0255,Electrical Circuit Breaker,783774.72,783774.72,1,453.0,1706.97,500,2026-07-11T20:39:56.570Z
V0464,Mechanical Conveyor Belt,3272326.13,818081.5325,2,879.0,3730.8,500,2026-07-11T20:39:56.570Z
V0393,Structural Conveyor Belt Standard,2903117.0,483852.8333333333,5,1960.0,1793.67,500,2026-07-11T20:39:56.570Z
V0131,Mechanical Pressure Gauge Standard,239525.38,47905.076,3,1079.0,0.0,500,2026-07-11T20:39:56.570Z
V0317,Electrical Steel Rod Kit,149372.47,37343.1175,3,504.0,0.0,500,2026-07-11T20:39:56.570Z
V0393,Mechanical Flow Meter Premium,376007.15,188003.575,2,903.0,0.0,500,2026-07-11T20:39:56.570Z
V0484,Safety Lubricant Kit,357394.53,71478.906,4,1675.0,502.67,500,2026-07-11T20:39:56.570Z
V0484,Electrical Lubricant Heavy Duty,246654.03,246654.03,1,474.0,0.0,500,2026-07-11T20:39:56.570Z
V0465,Electrical Transformer Oil Kit,552186.03,276093.015,1,244.0,0.0,500,2026-07-11T20:39:56.570Z
V0157,Mechanical Pvc Pipe Premium,731013.87,121835.645,3,1586.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Safety Transformer Oil Kit,130573.48999999999,32643.372499999998,3,871.0,0.0,500,2026-07-11T20:39:56.570Z
V0214,Fluid Lubricant Standard,2558.9,2558.9,1,13.0,0.0,500,2026-07-11T20:39:56.570Z
V0097,Safety Lubricant Kit,441709.66000000003,63101.380000000005,5,1165.0,0.0,500,2026-07-11T20:39:56.570Z
V0246,Safety Welding Rod Kit,1239932.85,177133.2642857143,3,2442.0,0.0,500,2026-07-11T20:39:56.570Z
V0135,Mechanical Pvc Pipe Premium,760688.92,108669.84571428572,5,1815.0,0.0,500,2026-07-11T20:39:56.570Z
V0290,Instrumentation Pneumatic Cylinder Premium,273846.55,54769.31,5,1354.0,0.0,500,2026-07-11T20:39:56.570Z
V0241,Safety Flow Meter Kit,230981.50999999998,38496.91833333333,3,820.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Structural Conveyor Belt Premium,319236.63,159618.315,2,940.0,0.0,500,2026-07-11T20:39:56.570Z
V0165,Instrumentation Hydraulic Pump Premium,70761.05,23587.016666666666,1,183.0,0.0,500,2026-07-11T20:39:56.570Z
V0246,Electrical Conveyor Belt Standard,831448.4299999999,138574.7383333333,4,2119.0,0.0,500,2026-07-11T20:39:56.570Z
V0464,Safety Conveyor Belt Standard,152854.69,152854.69,1,202.0,0.0,500,2026-07-11T20:39:56.570Z
V0214,Safety Flow Meter Kit,50028.59,25014.295,2,286.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Structural Pvc Pipe Heavy Duty,68494.09999999999,34247.049999999996,1,164.0,0.0,500,2026-07-11T20:39:56.570Z
V0110,Safety Gearbox Premium,539601.5900000001,179867.19666666668,2,1324.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Electrical Pvc Pipe Premium,403908.48,100977.12,3,1192.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Electrical Bearing Heavy Duty,118943.57,118943.57,1,353.0,0.0,500,2026-07-11T20:39:56.570Z
V0131,Mechanical Fasteners Premium,61672.15,61672.15,1,195.0,0.0,500,2026-07-11T20:39:56.570Z
V0393,Structural Copper Wire Standard,20531.94,5132.985,4,930.0,0.0,500,2026-07-11T20:39:56.570Z
V0066,Safety Control Panel Heavy Duty,76212.65,76212.65,1,325.0,0.0,500,2026-07-11T20:39:56.570Z
V0066,Fluid Safety Helmet Standard,232030.21,77343.40333333334,2,882.0,0.0,500,2026-07-11T20:39:56.570Z
V0135,Mechanical Fasteners Premium,484457.93,242228.965,2,780.0,0.0,500,2026-07-11T20:39:56.570Z
V0175,Structural Gearbox Heavy Duty,406792.42,203396.21,2,759.0,0.0,500,2026-07-11T20:39:56.570Z
V0464,Electrical Pvc Pipe Premium,376509.67000000004,62751.61166666667,5,1295.0,0.0,500,2026-07-11T20:39:56.570Z
V0230,Fluid Bearing Premium,421651.54,140550.51333333334,3,1203.0,0.0,500,2026-07-11T20:39:56.570Z
V0072,Mechanical Welding Rod Heavy Duty,534861.6699999999,178287.2233333333,2,1007.0,0.0,500,2026-07-11T20:39:56.570Z
V0290,Electrical Circuit Breaker,201237.14,28748.16285714286,5,1582.0,0.0,500,2026-07-11T20:39:56.570Z
V0415,Fluid Pneumatic Cylinder,923.56,923.56,1,2.0,0.0,500,2026-07-11T20:39:56.570Z
V0393,Fluid Steel Rod Standard,554796.8799999999,138699.21999999997,3,1594.0,0.0,500,2026-07-11T20:39:56.570Z
V0097,Electrical Copper Wire Premium,69105.31,17276.3275,4,942.0,0.0,500,2026-07-11T20:39:56.570Z
V0415,Safety Steel Rod Standard,316901.49,79225.3725,3,1043.0,0.0,500,2026-07-11T20:39:56.570Z
V0017,Mechanical Safety Helmet Standard,97316.92,32438.97333333333,3,935.0,0.0,500,2026-07-11T20:39:56.570Z
V0157,Instrumentation Bearing,13247.37,6623.685,2,468.2023478892497,0.0,500,2026-07-11T20:39:56.570Z
V0484,Safety Control Panel,246391.31,123195.655,1,942.0,257.99,500,2026-07-11T20:39:56.570Z
V0415,Mechanical Electric Motor Premium,386864.15,193432.075,1,502.0,0.0,500,2026-07-11T20:39:56.570Z
V0110,Fluid Flow Meter Kit,199932.8,33322.13333333333,5,882.0,0.0,500,2026-07-11T20:39:56.570Z
V0408,Instrumentation Safety Helmet,230733.27,230733.27,1,171.0,0.0,500,2026-07-11T20:39:56.570Z
V0290,Fluid Safety Helmet Kit,1289904.82,107492.06833333334,7,2995.0,0.0,500,2026-07-11T20:39:56.570Z
V0066,Safety Pneumatic Cylinder Kit,233960.11,233960.11,1,428.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Structural Safety Helmet Heavy Duty,740888.5800000001,82320.95333333334,5,1694.0,0.0,500,2026-07-11T20:39:56.570Z
V0301,Structural Lubricant,26300.48,13150.24,1,36.0,0.0,500,2026-07-11T20:39:56.570Z
V0113,Instrumentation Valves Heavy Duty,61501.91,61501.91,1,211.0,0.0,500,2026-07-11T20:39:56.570Z
V0464,Mechanical Electric Motor Standard,2128848.54,709616.18,2,971.0,2172.45,500,2026-07-11T20:39:56.570Z
V0131,Electrical Steel Rod Standard,336216.04000000004,67243.20800000001,4,705.2023478892497,0.0,500,2026-07-11T20:39:56.570Z
V0157,Structural Bearing Kit,152142.49,50714.16333333333,3,1007.0,0.0,500,2026-07-11T20:39:56.570Z
V0072,Safety Pneumatic Cylinder,7227.76,7227.76,1,20.0,0.0,500,2026-07-11T20:39:56.570Z
V0230,Electrical Transformer Oil Standard,83404.64,41702.32,2,333.0,0.0,500,2026-07-11T20:39:56.570Z
V0246,Structural Transformer Oil,40657.75,13552.583333333334,3,178.0,0.0,500,2026-07-11T20:39:56.570Z
V0366,Mechanical Flow Meter,5681184.58,811597.7971428571,4,1463.0,4402.78,500,2026-07-11T20:39:56.570Z
V0255,Fluid Lubricant Standard,169871.04,56623.68,3,382.0,0.0,500,2026-07-11T20:39:56.570Z
V0135,Safety Lubricant Standard,845962.13,120851.73285714285,5,2384.0,0.0,500,2026-07-11T20:39:56.570Z
V0135,Fluid Control Panel Premium,673803.67,96257.66714285714,7,1770.0,0.0,500,2026-07-11T20:39:56.570Z
V0072,Electrical Lubricant Heavy Duty,191484.08000000002,38296.816000000006,4,1264.0,0.0,500,2026-07-11T20:39:56.570Z
V0393,Instrumentation Flow Meter Premium,485370.67000000004,161790.22333333336,2,1189.0,0.0,500,2026-07-11T20:39:56.570Z
V0290,Structural Conveyor Belt Premium,191126.11,47781.5275,3,719.0,0.0,500,2026-07-11T20:39:56.570Z
V0097,Safety Conveyor Belt,605685.27,86526.46714285715,7,1559.0,0.0,500,2026-07-11T20:39:56.570Z
V0017,Electrical Safety Helmet Kit,641029.97,213676.65666666665,2,999.0,0.0,500,2026-07-11T20:39:56.570Z
V0290,Instrumentation Electric Motor Premium,494796.14,98959.228,3,1237.0,0.0,500,2026-07-11T20:39:56.570Z
V0175,Fluid Control Panel Premium,3997234.3899999997,999308.5974999999,2,1688.0,2231.16,500,2026-07-11T20:39:56.570Z
V0393,Fluid Control Panel Premium,197079.41999999998,49269.854999999996,3,338.0,0.0,500,2026-07-11T20:39:56.570Z
V0214,Fluid Pneumatic Cylinder,96221.28,48110.64,2,775.0,0.0,500,2026-07-11T20:39:56.570Z
V0241,Instrumentation Hydraulic Pump Premium,378654.07999999996,189327.03999999998,2,519.2023478892497,0.0,500,2026-07-11T20:39:56.570Z
V0048,Fluid Safety Helmet Standard,498759.24,99751.848,3,829.4046957784994,0.0,500,2026-07-11T20:39:56.570Z
V0246,Structural Hydraulic Pump Premium,1008697.82,201739.56399999998,3,1967.2023478892497,0.0,500,2026-07-11T20:39:56.570Z
V0214,Structural Pvc Pipe Heavy Duty,17212.73,17212.73,1,85.0,0.0,500,2026-07-11T20:39:56.570Z
V0230,Safety Conveyor Belt,316888.03,158444.015,1,714.0,0.0,500,2026-07-11T20:39:56.570Z
V0157,Structural Bearing,64937.26,16234.315,3,196.0,0.0,500,2026-07-11T20:39:56.570Z
V0366,Structural Safety Helmet Heavy Duty,123105.83,61552.915,2,767.0,0.0,500,2026-07-11T20:39:56.570Z
V0301,Mechanical Flow Meter,147499.7,73749.85,1,552.0,0.0,500,2026-07-11T20:39:56.570Z
V0230,Mechanical Pressure Gauge Standard,367038.36,73407.67199999999,3,972.0,0.0,500,2026-07-11T20:39:56.570Z
V0408,Mechanical Conveyor Belt,2759.94,2759.94,1,40.0,0.0,500,2026-07-11T20:39:56.570Z
V0110,Fluid Bearing Premium,284208.93,284208.93,1,296.0,0.0,500,2026-07-11T20:39:56.570Z
V0146,Instrumentation Fasteners,51087.53,25543.765,2,747.0,0.0,500,2026-07-11T20:39:56.570Z
V0113,Mechanical Electric Motor Standard,588902.8200000001,117780.56400000001,3,1535.0,0.0,500,2026-07-11T20:39:56.570Z
V0415,Safety Control Panel,535486.38,107097.276,4,1849.0,0.0,500,2026-07-11T20:39:56.570Z
V0175,Mechanical Electric Motor Premium,146708.34000000003,36677.08500000001,3,570.0,0.0,500,2026-07-11T20:39:56.570Z
V0317,Electrical Conveyor Belt Standard,229702.21000000002,76567.40333333334,1,378.0,0.0,500,2026-07-11T20:39:56.570Z
V0290,Electrical Copper Wire Premium,1785239.58,127517.11285714286,8,1942.0,1356.59,500,2026-07-11T20:39:56.570Z
V0408,Safety Transformer Oil Kit,0.0,0.0,1,466.0,472.37,500,2026-07-11T20:39:56.570Z
V0324,Fluid Flow Meter Kit,503.84,251.92,2,477.0,249.57,500,2026-07-11T20:39:56.570Z
V0097,Structural Flow Meter Premium,874365.3,437182.65,2,894.0,1597.99,500,2026-07-11T20:39:56.570Z
V0027,Structural Transformer Oil,0.0,0.0,1,251.2023478892497,587.44,500,2026-07-11T20:39:56.570Z
V0097,Instrumentation Safety Helmet,0.0,0.0,3,414.0,1228.52,500,2026-07-11T20:39:56.570Z
V0393,Electrical Safety Helmet Kit,798717.71,266239.23666666663,3,826.0,1395.77,500,2026-07-11T20:39:56.570Z
V0464,Instrumentation Copper Wire,0.0,0.0,2,496.0,3572.18,500,2026-07-11T20:39:56.570Z
V0230,Structural Gearbox Heavy Duty,0.0,0.0,1,264.0,2786.71,500,2026-07-11T20:39:56.570Z
V0241,Fluid Control Panel Premium,0.0,0.0,1,487.0,2125.81,500,2026-07-11T20:39:56.570Z
V0017,Electrical Transformer Oil Standard,174183.75,43545.9375,4,1279.0,412.34,500,2026-07-11T20:39:56.570Z
V0484,Safety Gearbox Premium,0.0,0.0,1,169.0,386.53,500,2026-07-11T20:39:56.570Z
V0393,Structural Flow Meter Premium,35872.06,11957.353333333333,3,424.0,1765.55,500,2026-07-11T20:39:56.570Z
V0217,Safety Transformer Oil Premium,28085.63,9361.876666666667,3,729.0,130.37,500,2026-07-11T20:39:56.570Z
V0072,Structural Pressure Gauge Standard,0.0,0.0,1,426.0,1742.97,500,2026-07-11T20:39:56.570Z
V0146,Safety Pressure Gauge Premium,0.0,0.0,2,719.2023478892497,175.45,500,2026-07-11T20:39:56.570Z
V0146,Mechanical Conveyor Belt,0.0,0.0,2,363.0,3358.96,500,2026-07-11T20:39:56.570Z
V0255,Mechanical Flow Meter,5677892.0,1135578.4,3,1553.0,4089.44,500,2026-07-11T20:39:56.570Z
V0290,Structural Pneumatic Cylinder Premium,0.0,0.0,1,356.0,3462.21,500,2026-07-11T20:39:56.570Z
V0217,Instrumentation Transformer Oil Kit,661902.8200000001,132380.564,3,1281.0,0.0,500,2026-07-11T20:39:56.570Z
V0408,Electrical Copper Wire Premium,0.0,0.0,1,189.0,0.0,500,2026-07-11T20:39:56.570Z
V0465,Safety Welding Rod Kit,0.0,0.0,1,484.0,0.0,500,2026-07-11T20:39:56.570Z
V0230,Instrumentation Valves Heavy Duty,166414.96,41603.74,4,1219.0,0.0,500,2026-07-11T20:39:56.570Z
V0408,Fluid Steel Rod Standard,1266570.29,253314.05800000002,2,1066.0,2059.04,500,2026-07-11T20:39:56.570Z
V0415,Structural Safety Helmet Heavy Duty,0.0,0.0,1,236.0,0.0,500,2026-07-11T20:39:56.570Z
V0214,Fluid Safety Helmet Premium,0.0,0.0,1,453.0,0.0,500,2026-07-11T20:39:56.570Z
V0230,Structural Transformer Oil Kit,0.0,0.0,1,237.0,0.0,500,2026-07-11T20:39:56.570Z
V0027,Fluid Safety Helmet Premium,239819.28,79939.76,2,775.0,0.0,500,2026-07-11T20:39:56.570Z
V0072,Safety Hydraulic Pump Heavy Duty,143023.31,28604.662,4,706.0,0.0,500,2026-07-11T20:39:56.570Z
V0246,Fluid Flow Meter Kit,991414.9299999999,110157.21444444444,4,3078.0,0.0,500,2026-07-11T20:39:56.570Z
V0110,Mechanical Safety Helmet Standard,0.0,0.0,1,385.0,0.0,500,2026-07-11T20:39:56.570Z
V0255,Fluid Safety Helmet Premium,437373.38,109343.345,3,1100.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Safety Hydraulic Pump Standard,255063.89,127531.945,2,346.0,0.0,500,2026-07-11T20:39:56.570Z
V0465,Structural Pneumatic Cylinder Premium,0.0,0.0,1,293.0,0.0,500,2026-07-11T20:39:56.570Z
V0157,Instrumentation Copper Wire Heavy Duty,202311.15,40462.229999999996,4,1182.0,0.0,500,2026-07-11T20:39:56.570Z
V0246,Structural Lubricant,0.0,0.0,2,477.0,0.0,500,2026-07-11T20:39:56.570Z
V0214,Electrical Pvc Pipe Premium,0.0,0.0,2,509.0,0.0,500,2026-07-11T20:39:56.570Z
V0097,Electrical Pvc Pipe Premium,218087.17,109043.585,2,454.0,0.0,500,2026-07-11T20:39:56.570Z
V0301,Instrumentation Transformer Oil Kit,0.0,0.0,1,98.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Structural Hydraulic Pump Premium,4967.96,1655.9866666666667,3,474.0,0.0,500,2026-07-11T20:39:56.570Z
V0324,Instrumentation Pneumatic Cylinder Premium,888649.4299999999,98738.82555555555,6,3045.0,0.0,500,2026-07-11T20:39:56.570Z
V0246,Structural Transformer Oil Kit,431311.26,143770.42,3,809.0,0.0,500,2026-07-11T20:39:56.570Z
V0135,Instrumentation Industrial Paint Heavy Duty,105878.47,26469.6175,4,946.0,0.0,500,2026-07-11T20:39:56.570Z
V0324,Electrical Transformer Oil Kit,0.0,0.0,2,379.0,0.0,500,2026-07-11T20:39:56.570Z
V0290,Safety Conveyor Belt,55664.15,27832.075,2,709.0,0.0,500,2026-07-11T20:39:56.570Z
V0048,Safety Transformer Oil Premium,90785.12,30261.706666666665,3,1135.0,135.37,500,2026-07-11T20:39:56.570Z
V0066,Instrumentation Bearing,1716540.6400000001,286090.1066666667,6,1540.2023478892497,2777.51,500,2026-07-11T20:39:56.570Z
V0097,Electrical Gearbox Kit,42643.96,14214.653333333334,3,582.0,0.0,500,2026-07-11T20:39:56.570Z
V0393,Instrumentation Steel Rod,388631.83999999997,55518.83428571428,5,816.2023478892497,0.0,500,2026-07-11T20:39:56.570Z
V0230,Electrical Conveyor Belt Standard,192646.48,64215.49333333334,3,901.0,0.0,500,2026-07-11T20:39:56.570Z
V0110,Safety Control Panel Kit,384094.51,48011.81375,4,1305.0,0.0,500,2026-07-11T20:39:56.570Z
V0230,Safety Lubricant Standard,367891.08,52555.868571428575,5,1504.0,0.0,500,2026-07-11T20:39:56.570Z
V0317,Safety Transformer Oil Heavy Duty,0.0,0.0,1,388.0,0.0,500,2026-07-11T20:39:56.570Z
V0157,Safety Pressure Gauge Premium,85382.45,21345.6125,4,984.0,198.17,500,2026-07-11T20:39:56.570Z
V0135,Safety Gearbox Premium,292428.56999999995,58485.71399999999,4,1329.0,354.15,500,2026-07-11T20:39:56.570Z
V0110,Fluid Safety Helmet Kit,0.0,0.0,1,428.0,0.0,500,2026-07-11T20:39:56.570Z
V0131,Fluid Conveyor Belt Kit,0.0,0.0,1,360.0,0.0,500,2026-07-11T20:39:56.570Z
V0113,Mechanical Conveyor Belt,0.0,0.0,2,109.0,0.0,500,2026-07-11T20:39:56.570Z
V0131,Safety Hydraulic Pump Standard,0.0,0.0,1,198.0,0.0,500,2026-07-11T20:39:56.570Z
V0157,Fluid Pneumatic Cylinder,182869.54,60956.513333333336,2,610.0,0.0,500,2026-07-11T20:39:56.570Z
V0165,Structural Copper Wire Standard,0.0,0.0,2,206.0,0.0,500,2026-07-11T20:39:56.570Z
V0465,Mechanical Pressure Gauge Standard,1308572.74,654286.37,2,546.0,2833.65,500,2026-07-11T20:39:56.570Z
V0246,Instrumentation Industrial Paint Heavy Duty,4518471.83,903694.366,3,1142.0,3927.67,500,2026-07-11T20:39:56.570Z
V0366,Fluid Lubricant Standard,444936.77,74156.12833333334,4,2150.0,260.88,500,2026-07-11T20:39:56.570Z
V0157,Electrical Conveyor Belt Standard,96556.66,96556.66,1,66.0,1445.66,500,2026-07-11T20:39:56.570Z
V0217,Mechanical Flow Meter Premium,52347.61,10469.522,4,1128.0,2197.91,500,2026-07-11T20:39:56.570Z
V0017,Electrical Conveyor Belt Heavy Duty,944320.69,157386.78166666665,4,1233.0,1017.29,500,2026-07-11T20:39:56.570Z
V0146,Safety Hydraulic Pump Standard,53525.04,53525.04,1,485.0,110.07,500,2026-07-11T20:39:56.570Z
V0017,Mechanical Pvc Pipe Premium,508479.16,254239.58,2,353.0,1446.08,500,2026-07-11T20:39:56.570Z
V0146,Fluid Conveyor Belt,442622.92,442622.92,1,213.0,2090.8,500,2026-07-11T20:39:56.570Z
V0464,Safety Flow Meter Kit,224844.36,74948.12,3,944.0,364.6,500,2026-07-11T20:39:56.570Z
V0113,Instrumentation Transformer Oil Kit,3207271.7899999996,534545.2983333332,5,1677.0,1907.27,500,2026-07-11T20:39:56.570Z
V0214,Safety Pressure Gauge Premium,185658.71000000002,92829.35500000001,1,922.0,202.31,500,2026-07-11T20:39:56.570Z
V0324,Mechanical Fasteners Premium,4725585.5,787597.5833333334,3,1378.0,3371.97,500,2026-07-11T20:39:56.570Z
V0415,Structural Valves Standard,6728849.66,1121474.9433333334,4,2174.0,3116.57,500,2026-07-11T20:39:56.570Z
V0175,Electrical Steel Rod,318568.0,318568.0,1,388.0,824.61,500,2026-07-11T20:39:56.570Z
V0217,Safety Welding Rod Kit,205907.12,51476.78,3,637.0,0.0,500,2026-07-11T20:39:56.570Z
V0301,Electrical Gearbox Premium,82492.24,41246.12,2,391.0,0.0,500,2026-07-11T20:39:56.570Z
V0301,Instrumentation Circuit Breaker Standard,478484.94,239242.47,1,870.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Structural Bearing,3395214.8,679042.96,2,1962.0,0.0,500,2026-07-11T20:39:56.570Z
V0324,Mechanical Copper Wire Heavy Duty,807077.8899999999,269025.9633333333,2,650.0,3451.48,500,2026-07-11T20:39:56.570Z
V0072,Structural Safety Helmet Heavy Duty,341998.3,85499.575,3,951.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Fluid Pneumatic Cylinder,2028891.04,338148.50666666665,3,1615.0,0.0,500,2026-07-11T20:39:56.570Z
V0241,Electrical Steel Rod Kit,135252.61,45084.20333333333,3,762.0,0.0,500,2026-07-11T20:39:56.570Z
V0097,Instrumentation Transformer Oil Kit,53146.57,26573.285,2,638.0,0.0,500,2026-07-11T20:39:56.570Z
V0324,Electrical Gearbox Premium,196892.93,98446.465,1,644.0,0.0,500,2026-07-11T20:39:56.570Z
V0066,Structural Conveyor Belt Premium,177141.43,59047.14333333333,2,966.0,0.0,500,2026-07-11T20:39:56.570Z
V0415,Electrical Steel Rod Standard,49414.67,49414.67,1,33.0,0.0,500,2026-07-11T20:39:56.570Z
V0072,Mechanical Pvc Pipe Premium,592179.19,98696.53166666666,4,1782.0,0.0,500,2026-07-11T20:39:56.570Z
V0464,Fluid Control Panel Premium,173261.5,86630.75,2,305.0,0.0,500,2026-07-11T20:39:56.570Z
V0157,Electrical Steel Rod,560849.14,56084.914000000004,6,2204.0,0.0,500,2026-07-11T20:39:56.570Z
V0484,Safety Control Panel Kit,5793.75,5793.75,1,10.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Structural Conveyor Belt Standard,602389.64,86055.66285714286,4,1463.0,0.0,500,2026-07-11T20:39:56.570Z
V0393,Mechanical Pressure Gauge Standard,476848.98,95369.796,4,1174.0,0.0,500,2026-07-11T20:39:56.570Z
V0157,Electrical Copper Wire Premium,43708.84,14569.613333333333,3,618.0,0.0,500,2026-07-11T20:39:56.570Z
V0157,Mechanical Fasteners Premium,485330.81000000006,80888.46833333334,3,1315.0,0.0,500,2026-07-11T20:39:56.570Z
V0415,Electrical Pvc Pipe Kit,787281.1900000001,157456.238,3,1940.0,0.0,500,2026-07-11T20:39:56.570Z
V0214,Safety Control Panel Heavy Duty,77231.11,38615.555,2,533.0,0.0,500,2026-07-11T20:39:56.570Z
V0214,Structural Pneumatic Cylinder Premium,135345.03,135345.03,1,464.0,0.0,500,2026-07-11T20:39:56.570Z
V0230,Safety Conveyor Belt Standard,262282.2,87427.40000000001,1,609.0,0.0,500,2026-07-11T20:39:56.570Z
V0157,Structural Flow Meter Premium,655799.54,131159.908,4,1376.0,0.0,500,2026-07-11T20:39:56.570Z
V0255,Structural Valves Standard,73313.13,18328.2825,3,1078.0,0.0,500,2026-07-11T20:39:56.570Z
V0317,Safety Lubricant Standard,858985.28,171797.056,2,1971.2023478892497,0.0,500,2026-07-11T20:39:56.570Z
V0393,Instrumentation Safety Helmet,266907.11,88969.03666666667,3,780.0,0.0,500,2026-07-11T20:39:56.570Z
V0230,Electrical Lubricant Heavy Duty,499846.14,83307.69,4,1225.0,0.0,500,2026-07-11T20:39:56.570Z
V0157,Mechanical Circuit Breaker Heavy Duty,679229.31,226409.77000000002,2,1005.0,0.0,500,2026-07-11T20:39:56.570Z
V0110,Safety Conveyor Belt Standard,142897.44,142897.44,1,318.0,0.0,500,2026-07-11T20:39:56.570Z
V0048,Electrical Conveyor Belt,54599.149999999994,27299.574999999997,2,135.0,0.0,500,2026-07-11T20:39:56.570Z
V0230,Instrumentation Flow Meter Heavy Duty,374.66,374.66,1,2.0,0.0,500,2026-07-11T20:39:56.570Z
V0217,Safety Gearbox Premium,232216.23,116108.115,2,580.2023478892497,0.0,500,2026-07-11T20:39:56.570Z
V0255,Electrical Lubricant Heavy Duty,2503046.83,625761.7075,2,1024.0,0.0,500,2026-07-11T20:39:56.570Z
V0072,Mechanical Copper Wire Heavy Duty,2241443.86,747147.9533333333,3,633.0,3517.06,500,2026-07-11T20:39:56.570Z
V0048,Safety Welding Rod Kit,24168.8,12084.4,2,112.0,298.62,500,2026-07-11T20:39:56.570Z
V0110,Structural Bearing Kit,195026.52,195026.52,1,344.0,0.0,500,2026-07-11T20:39:56.570Z
V0290,Electrical Transformer Oil Standard,1235396.5799999998,123539.65799999998,7,2940.4046957784994,400.6,500,2026-07-11T20:39:56.570Z
V0255,Electrical Transformer Oil Kit,631598.49,157899.6225,3,1356.0,0.0,500,2026-07-11T20:39:56.570Z
V0241,Instrumentation Flow Meter Premium,230784.06,115392.03,2,398.0,0.0,500,2026-07-11T20:39:56.570Z
V0048,Safety Lubricant Kit,255428.79,127714.395,2,776.0,0.0,500,2026-07-11T20:39:56.570Z
V0464,Safety Transformer Oil Premium,79877.06,26625.686666666665,3,806.0,142.22,500,2026-07-11T20:39:56.570Z
V0017,Safety Steel Rod Standard,128272.02,64136.01,2,584.0,0.0,500,2026-07-11T20:39:56.570Z
V0246,Safety Control Panel Heavy Duty,1664826.43,128063.57153846153,9,3993.0,0.0,500,2026-07-11T20:39:56.570Z
V0464,Electrical Lubricant Heavy Duty,371051.9,74210.38,4,1476.0,0.0,500,2026-07-11T20:39:56.570Z
V0317,Structural Safety Helmet Heavy Duty,481529.35,120382.3375,2,506.0,949.28,500,2026-07-11T20:39:56.570Z
V0415,Electrical Gearbox Kit,71654.44,71654.44,1,262.0,0.0,500,2026-07-11T20:39:56.570Z
V0072,Safety Pressure Gauge Kit,126440.34,42146.78,2,305.0,387.53,500,2026-07-11T20:39:56.570Z
V0157,Structural Conveyor Belt Standard,57884.79,57884.79,1,116.0,0.0,500,2026-07-11T20:39:56.570Z
V0290,Fluid Bearing Premium,718039.4199999999,179509.85499999998,3,1369.0,0.0,500,2026-07-11T20:39:56.570Z
V0113,Mechanical Electric Motor Premium,23448.88,7816.293333333334,2,115.0,0.0,500,2026-07-11T20:39:56.570Z
V0484,Electrical Steel Rod Standard,47366.08,47366.08,1,109.0,0.0,500,2026-07-11T20:39:56.570Z
V0246,Mechanical Pressure Gauge Premium,282596.22,47099.369999999995,4,824.0,0.0,500,2026-07-11T20:39:56.570Z
V0317,Fluid Lubricant Standard,17415.1,17415.1,1,105.0,0.0,500,2026-07-11T20:39:56.570Z
V0366,Safety Flow Meter Kit,96696.78,96696.78,1,151.0,0.0,500,2026-07-11T20:39:56.570Z
V0097,Mechanical Circuit Breaker Heavy Duty,1050598.9500000002,150085.56428571432,5,2667.0,0.0,500,2026-07-11T20:39:56.570Z
V0317,Safety Hydraulic Pump Standard,615309.72,205103.24,1,1353.0,0.0,500,2026-07-11T20:39:56.570Z
V0066,Structural Safety Helmet Heavy Duty,260736.37,130368.185,2,431.0,0.0,500,2026-07-11T20:39:56.570Z
V0255,Electrical Copper Wire Premium,69113.94,69113.94,1,251.2023478892497,0.0,500,2026-07-11T20:39:56.570Z
V0415,Safety Pressure Gauge Kit,124820.78,41606.926666666666,2,289.0,0.0,500,2026-07-11T20:39:56.570Z
V0048,Electrical Gearbox Kit,473208.74,157736.24666666667,1,1248.0,0.0,500,2026-07-11T20:39:56.570Z
V0230,Structural Conveyor Belt Premium,340214.59,113404.86333333334,2,881.0,0.0,500,2026-07-11T20:39:56.570Z
V0324,Structural Bearing Kit,329747.7,65949.54000000001,3,1041.0,0.0,500,2026-07-11T20:39:56.570Z
