vendor_id,po_id,item_name,quantity,contract_price,actual_amount,expected_amount,variance,variance_percentage,price_status,gold_load_timestamp
V0397,PO017964,Safety Flow Meter Kit,240.0,316.47,76311.3,75952.8,358.5,0.47,Overcharged,2026-07-12T08:48:38.325Z
V0198,PO018344,Mechanical Circuit Breaker Heavy Duty,484.0,4253.53,2283592.44,2058708.5199999998,224883.92000000016,10.92,Overcharged,2026-07-12T08:48:38.325Z
V0172,PO018408,Structural Flow Meter Premium,326.0,1767.61,569658.4,576240.86,-6582.459999999963,-1.14,Undercharged,2026-07-12T08:48:38.325Z
V0147,PO018639,Instrumentation Industrial Paint Heavy Duty,253.0,3881.11,963253.34,981920.8300000001,-18667.490000000107,-1.9,Undercharged,2026-07-12T08:48:38.325Z
V0163,PO018640,Electrical Gearbox Premium,102.0,1208.93,124781.85,123310.86,1470.9900000000052,1.19,Overcharged,2026-07-12T08:48:38.325Z
V0451,PO018664,Fluid Control Panel Premium,190.0,2320.23,446023.68,440843.7,5179.979999999981,1.18,Overcharged,2026-07-12T08:48:38.325Z
V0034,PO019339,Electrical Steel Rod,254.0,889.34,225082.09,225892.36000000002,-810.2700000000186,-0.36,Undercharged,2026-07-12T08:48:38.325Z
V0166,PO019413,Structural Flow Meter Premium,204.0,1739.23,372209.08,354802.92,17406.160000000033,4.91,Overcharged,2026-07-12T08:48:38.325Z
V0464,PO019800,Instrumentation Hydraulic Pump Premium,444.0,3376.89,1523954.1,1499339.16,24614.940000000177,1.64,Overcharged,2026-07-12T08:48:38.325Z
V0289,PO019807,Electrical Circuit Breaker,496.0,1662.35,808899.47,824525.6,-15626.130000000005,-1.9,Undercharged,2026-07-12T08:48:38.325Z
V0475,PO019882,Mechanical Electric Motor Standard,350.0,1954.81,721480.41,684183.5,37296.91000000003,5.45,Overcharged,2026-07-12T08:48:38.325Z
V0467,PO020027,Safety Lubricant Standard,82.0,472.27,39217.25,38726.14,491.1100000000006,1.27,Overcharged,2026-07-12T08:48:38.325Z
V0269,PO020242,Fluid Flow Meter Kit,335.0,227.47,76278.17,76202.45,75.72000000000116,0.1,Overcharged,2026-07-12T08:48:38.325Z
V0298,PO020390,Safety Lubricant Kit,51.0,493.3,28047.54,25158.3,2889.2400000000016,11.48,Overcharged,2026-07-12T08:48:38.325Z
V0177,PO020427,Electrical Lubricant Heavy Duty,376.0,2317.75,883255.45,871474.0,11781.449999999953,1.35,Overcharged,2026-07-12T08:48:38.325Z
V0049,PO020496,Structural Transformer Oil,354.0,594.65,230695.21,210506.1,20189.109999999986,9.59,Overcharged,2026-07-12T08:48:38.325Z
V0054,PO020615,Instrumentation Pneumatic Cylinder Premium,481.0,590.13,108101.16,283852.52999999997,-175751.36999999997,-61.92,Undercharged,2026-07-12T08:48:38.325Z
V0075,PO020755,Structural Valves Standard,301.0,3541.41,1076753.6,1065964.41,10789.190000000177,1.01,Overcharged,2026-07-12T08:48:38.325Z
V0376,PO020896,Electrical Circuit Breaker,441.0,1853.77,819008.79,817512.57,1496.2200000000885,0.18,Overcharged,2026-07-12T08:48:38.325Z
V0395,PO020942,Electrical Steel Rod Kit,342.0,642.8,258777.17,219837.59999999998,38939.570000000036,17.71,Overcharged,2026-07-12T08:48:38.325Z
V0085,PO021029,Electrical Pneumatic Cylinder Kit,488.0,273.82,131759.69,133624.16,-1864.4700000000012,-1.4,Undercharged,2026-07-12T08:48:38.325Z
V0355,PO021119,Electrical Conveyor Belt Heavy Duty,120.0,925.86,112996.8,111103.2,1893.6000000000058,1.7,Overcharged,2026-07-12T08:48:38.325Z
V0490,PO021184,Instrumentation Bearing Premium,81.0,2760.02,227028.51,223561.62,3466.890000000014,1.55,Overcharged,2026-07-12T08:48:38.325Z
V0013,PO021296,Instrumentation Flow Meter Premium,453.0,1544.07,704510.78,699463.71,5047.070000000065,0.72,Overcharged,2026-07-12T08:48:38.325Z
V0430,PO021419,Mechanical Pvc Pipe Premium,467.0,1437.81,661905.87,671457.27,-9551.400000000023,-1.42,Undercharged,2026-07-12T08:48:38.325Z
V0232,PO021606,Mechanical Circuit Breaker Premium,41.0,3179.65,130774.44,130365.65000000001,408.7899999999936,0.31,Overcharged,2026-07-12T08:48:38.325Z
V0153,PO021684,Instrumentation Industrial Paint Heavy Duty,53.0,4015.98,210359.7,212846.94,-2487.2399999999907,-1.17,Undercharged,2026-07-12T08:48:38.325Z
V0145,PO022079,Mechanical Welding Rod Heavy Duty,16.0,792.54,12588.28,12680.64,-92.35999999999876,-0.73,Undercharged,2026-07-12T08:48:38.325Z
V0331,PO022120,Electrical Bearing Heavy Duty,493.0,1823.77,906449.07,899118.61,7330.459999999963,0.82,Overcharged,2026-07-12T08:48:38.325Z
V0411,PO022367,Electrical Copper Wire Premium,392.0,1361.06,535245.64,533535.52,1710.1199999999953,0.32,Overcharged,2026-07-12T08:48:38.325Z
V0105,PO022492,Mechanical Pressure Gauge Standard,125.0,2856.91,357367.9,357113.75,254.15000000002328,0.07,Overcharged,2026-07-12T08:48:38.325Z
V0496,PO022549,Structural Pressure Gauge Standard,295.0,1679.53,502081.79,495461.35,6620.440000000002,1.34,Overcharged,2026-07-12T08:48:38.325Z
V0138,PO022561,Structural Gearbox Heavy Duty,101.0,2817.43,280995.09,284560.43,-3565.3399999999674,-1.25,Undercharged,2026-07-12T08:48:38.325Z
V0042,PO022717,Electrical Copper Wire Premium,313.0,1239.65,382797.41,388010.45,-5213.040000000037,-1.34,Undercharged,2026-07-12T08:48:38.325Z
V0329,PO022773,Instrumentation Copper Wire,145.0,3587.34,511718.5,520164.30000000005,-8445.800000000047,-1.62,Undercharged,2026-07-12T08:48:38.325Z
V0203,PO022813,Fluid Safety Helmet Premium,157.0,129.4,20152.07,20315.8,-163.72999999999956,-0.81,Undercharged,2026-07-12T08:48:38.325Z
V0228,PO022835,Structural Pvc Pipe Heavy Duty,483.0,750.55,108101.16,362515.64999999997,-254414.48999999996,-70.18,Undercharged,2026-07-12T08:48:38.325Z
V0289,PO022889,Instrumentation Electric Motor Premium,251.2023478892497,2643.77,690305.07,664121.2312791616,26183.838720838306,3.94,Overcharged,2026-07-12T08:48:38.325Z
V0228,PO023152,Fluid Pneumatic Cylinder,27.0,1952.1,57222.65,52706.7,4515.950000000004,8.57,Overcharged,2026-07-12T08:48:38.325Z
V0097,PO023230,Fluid Pneumatic Cylinder,445.0,2134.65,944707.3,949919.25,-5211.949999999953,-0.55,Undercharged,2026-07-12T08:48:38.325Z
V0359,PO023251,Structural Pressure Gauge Standard,383.0,1787.97,673835.92,684792.51,-10956.589999999967,-1.6,Undercharged,2026-07-12T08:48:38.325Z
V0099,PO023432,Mechanical Pressure Gauge Standard,456.0,2987.14,1369425.0,1362135.8399999999,7289.160000000149,0.54,Overcharged,2026-07-12T08:48:38.325Z
V0409,PO023497,Electrical Lubricant Heavy Duty,105.0,2439.36,256082.75,256132.80000000002,-50.05000000001746,-0.02,Undercharged,2026-07-12T08:48:38.325Z
V0134,PO023660,Safety Conveyor Belt,389.0,296.66,116234.6,115400.74,833.8600000000006,0.72,Overcharged,2026-07-12T08:48:38.325Z
V0202,PO023695,Fluid Pneumatic Cylinder,108.0,2043.94,263655.84,220745.52000000002,42910.32000000001,19.44,Overcharged,2026-07-12T08:48:38.325Z
V0450,PO023715,Structural Transformer Oil Kit,385.0,2771.99,108101.16,1067216.15,-959114.9899999999,-89.87,Undercharged,2026-07-12T08:48:38.325Z
V0176,PO023721,Instrumentation Pneumatic Cylinder Premium,461.0,639.09,297792.85,294620.49,3172.359999999986,1.08,Overcharged,2026-07-12T08:48:38.325Z
V0130,PO023783,Structural Steel Rod Kit,156.0,1447.67,223227.28,225836.52000000002,-2609.24000000002,-1.16,Undercharged,2026-07-12T08:48:38.325Z
V0062,PO023816,Instrumentation Flow Meter Premium,251.2023478892497,1374.58,544204.13,345297.72336160485,198906.40663839516,57.6,Overcharged,2026-07-12T08:48:38.325Z
V0301,PO023878,Safety Conveyor Belt Standard,397.0,126.89,49822.43,50375.33,-552.9000000000015,-1.1,Undercharged,2026-07-12T08:48:38.325Z
V0232,PO024057,Electrical Lubricant Heavy Duty,213.0,2397.56,501209.34,510680.27999999997,-9470.939999999944,-1.85,Undercharged,2026-07-12T08:48:38.325Z
V0026,PO024202,Mechanical Flow Meter Premium,89.0,2566.86,230843.66,228450.54,2393.1199999999953,1.05,Overcharged,2026-07-12T08:48:38.325Z
V0376,PO024382,Safety Conveyor Belt,231.0,290.71,67894.47,67154.01,740.4600000000064,1.1,Overcharged,2026-07-12T08:48:38.325Z
V0009,PO024489,Instrumentation Flow Meter Kit,247.0,3692.9,914487.32,912146.3,2341.019999999902,0.26,Overcharged,2026-07-12T08:48:38.325Z
V0221,PO024518,Mechanical Flow Meter,429.0,4503.13,1718546.36,1931842.77,-213296.40999999992,-11.04,Undercharged,2026-07-12T08:48:38.325Z
V0336,PO024530,Electrical Transformer Oil Standard,210.0,395.73,84135.69,83103.3,1032.3899999999994,1.24,Overcharged,2026-07-12T08:48:38.325Z
V0130,PO024557,Electrical Copper Wire Premium,71.0,1190.8,83518.07,84546.8,-1028.729999999996,-1.22,Undercharged,2026-07-12T08:48:38.325Z
V0186,PO024590,Safety Lubricant Kit,222.0,513.86,113715.71,114076.92,-361.20999999999185,-0.32,Undercharged,2026-07-12T08:48:38.325Z
V0098,PO024635,Electrical Circuit Breaker,2.0,1836.68,3604.06,3673.36,-69.30000000000018,-1.89,Undercharged,2026-07-12T08:48:38.325Z
V0106,PO024665,Instrumentation Electric Motor Premium,142.0,2872.6,405254.83,407909.2,-2654.3699999999953,-0.65,Undercharged,2026-07-12T08:48:38.325Z
V0243,PO024878,Electrical Pneumatic Cylinder Kit,343.0,282.81,97955.48,97003.83,951.6499999999942,0.98,Overcharged,2026-07-12T08:48:38.325Z
V0034,PO024885,Structural Bearing Kit,376.0,1406.0,534361.6,528656.0,5705.599999999977,1.08,Overcharged,2026-07-12T08:48:38.325Z
V0082,PO024895,Safety Gearbox Premium,90.0,353.82,31311.6,31843.8,-532.2000000000007,-1.67,Undercharged,2026-07-12T08:48:38.325Z
V0347,PO025049,Mechanical Pressure Gauge Premium,122.0,3458.75,394552.53,421967.5,-27414.969999999972,-6.5,Undercharged,2026-07-12T08:48:38.325Z
V0451,PO025102,Instrumentation Fasteners,426.0,2142.88,917575.57,912866.88,4708.689999999944,0.52,Overcharged,2026-07-12T08:48:38.325Z
V0156,PO025244,Mechanical Fasteners Premium,422.0,3566.52,1523138.96,1505071.44,18067.52000000002,1.2,Overcharged,2026-07-12T08:48:38.325Z
V0379,PO025252,Mechanical Conveyor Belt,461.0,3612.56,1682487.92,1665390.16,17097.76000000001,1.03,Overcharged,2026-07-12T08:48:38.325Z
V0247,PO025410,Safety Lubricant Kit,259.0,519.01,134936.24,134423.59,512.6499999999942,0.38,Overcharged,2026-07-12T08:48:38.325Z
V0210,PO025473,Safety Control Panel Heavy Duty,322.0,448.63,142488.83,144458.86,-1970.0299999999988,-1.36,Undercharged,2026-07-12T08:48:38.325Z
V0013,PO025573,Fluid Steel Rod Standard,54.0,2163.74,118730.39,116841.95999999999,1888.4300000000076,1.62,Overcharged,2026-07-12T08:48:38.325Z
V0215,PO025626,Instrumentation Copper Wire,184.0,3936.23,724062.76,724266.32,-203.55999999993946,-0.03,Undercharged,2026-07-12T08:48:38.325Z
V0217,PO025713,Safety Lubricant Standard,184.0,503.77,94217.03,92693.68,1523.3500000000058,1.64,Overcharged,2026-07-12T08:48:38.325Z
V0025,PO025721,Electrical Pvc Pipe Kit,404.0,2161.09,880926.1,873080.3600000001,7845.739999999874,0.9,Overcharged,2026-07-12T08:48:38.325Z
V0350,PO025827,Structural Conveyor Belt Standard,356.0,1660.42,706966.54,591109.52,115857.02000000002,19.6,Overcharged,2026-07-12T08:48:38.325Z
V0419,PO025974,Mechanical Pvc Pipe Premium,420.0,1392.5,594871.45,584850.0,10021.449999999953,1.71,Overcharged,2026-07-12T08:48:38.325Z
V0474,PO026161,Fluid Control Panel Premium,51.0,2168.85,109248.57,110611.34999999999,-1362.7799999999843,-1.23,Undercharged,2026-07-12T08:48:38.325Z
V0246,PO026280,Instrumentation Fasteners,219.0,2137.46,476069.3,468103.74,7965.559999999998,1.7,Overcharged,2026-07-12T08:48:38.325Z
V0414,PO026328,Electrical Conveyor Belt Heavy Duty,7.0,1036.38,7283.13,7254.660000000001,28.469999999999345,0.39,Overcharged,2026-07-12T08:48:38.325Z
V0445,PO026410,Electrical Safety Helmet Kit,494.0,1562.4,882165.77,771825.6000000001,110340.16999999993,14.3,Overcharged,2026-07-12T08:48:38.325Z
V0358,PO026548,Instrumentation Hydraulic Pump Premium,220.0,3441.75,888826.81,757185.0,131641.81000000006,17.39,Overcharged,2026-07-12T08:48:38.325Z
V0021,PO026603,Safety Transformer Oil Premium,278.0,135.55,36671.37,37682.9,-1011.5299999999988,-2.68,Undercharged,2026-07-12T08:48:38.325Z
V0063,PO026735,Mechanical Pvc Pipe Premium,252.0,1434.54,364968.36,361504.08,3464.2799999999697,0.96,Overcharged,2026-07-12T08:48:38.325Z
V0036,PO026762,Mechanical Circuit Breaker Heavy Duty,262.0,3846.63,1149102.85,1007817.06,141285.79000000004,14.02,Overcharged,2026-07-12T08:48:38.325Z
V0380,PO026814,Electrical Gearbox Kit,438.0,2041.36,819126.07,894115.6799999999,-74989.60999999999,-8.39,Undercharged,2026-07-12T08:48:38.325Z
V0155,PO026866,Mechanical Pressure Gauge Standard,16.0,3091.36,49629.58,49461.76,167.8199999999997,0.34,Overcharged,2026-07-12T08:48:38.325Z
V0495,PO027049,Mechanical Conveyor Belt,386.0,3725.55,1443980.6,1438062.3,5918.300000000047,0.41,Overcharged,2026-07-12T08:48:38.325Z
V0203,PO027361,Safety Gearbox Premium,357.0,401.18,142592.84,143221.26,-628.4200000000128,-0.44,Undercharged,2026-07-12T08:48:38.325Z
V0437,PO027474,Fluid Flow Meter Kit,206.0,237.19,49595.1,48861.14,733.9599999999991,1.5,Overcharged,2026-07-12T08:48:38.325Z
V0084,PO027624,Safety Steel Rod Standard,69.0,169.49,11657.26,11694.810000000001,-37.55000000000109,-0.32,Undercharged,2026-07-12T08:48:38.325Z
V0297,PO027748,Instrumentation Flow Meter Premium,333.0,1405.07,467991.49,467888.31,103.17999999999302,0.02,Overcharged,2026-07-12T08:48:38.325Z
V0327,PO027909,Structural Conveyor Belt Premium,269.0,421.84,113783.44,113474.95999999999,308.4800000000105,0.27,Overcharged,2026-07-12T08:48:38.325Z
V0192,PO028014,Safety Pressure Gauge Kit,188.0,427.92,79248.2,80448.96,-1200.7600000000093,-1.49,Undercharged,2026-07-12T08:48:38.325Z
V0265,PO028081,Mechanical Circuit Breaker Heavy Duty,397.0,3888.14,1633064.57,1543591.5799999998,89472.99000000022,5.8,Overcharged,2026-07-12T08:48:38.325Z
V0274,PO028165,Structural Bearing,345.0,1750.24,592532.0,603832.8,-11300.800000000047,-1.87,Undercharged,2026-07-12T08:48:38.325Z
V0069,PO028254,Safety Flow Meter Kit,143.0,360.76,51501.1,51588.68,-87.58000000000175,-0.17,Undercharged,2026-07-12T08:48:38.325Z
V0271,PO028260,Safety Lubricant Standard,177.0,438.37,77270.13,77591.49,-321.3600000000006,-0.41,Undercharged,2026-07-12T08:48:38.325Z
V0358,PO028263,Fluid Lubricant Standard,323.0,288.52,107858.96,93191.95999999999,14667.000000000015,15.74,Overcharged,2026-07-12T08:48:38.325Z
V0475,PO028684,Instrumentation Electric Motor Premium,58.0,2678.14,155397.52,155332.12,65.39999999999418,0.04,Overcharged,2026-07-12T08:48:38.325Z
V0123,PO028695,Fluid Safety Helmet Kit,257.0,1650.48,497894.95,424173.36,73721.59000000003,17.38,Overcharged,2026-07-12T08:48:38.325Z
V0177,PO028754,Electrical Transformer Oil Standard,342.0,394.85,135372.8,135038.7,334.0999999999767,0.25,Overcharged,2026-07-12T08:48:38.325Z
V0388,PO028778,Safety Lubricant Standard,74.0,497.41,37788.87,36808.340000000004,980.5299999999988,2.66,Overcharged,2026-07-12T08:48:38.325Z
V0209,PO028781,Safety Lubricant Kit,291.0,525.59,181265.59,152946.69,28318.899999999994,18.52,Overcharged,2026-07-12T08:48:38.325Z
V0146,PO028842,Electrical Steel Rod Standard,47.0,1498.38,68893.08,70423.86,-1530.7799999999988,-2.17,Undercharged,2026-07-12T08:48:38.325Z
V0460,PO028925,Mechanical Pvc Pipe Premium,185.0,1334.34,247967.36,246852.9,1114.4599999999919,0.45,Overcharged,2026-07-12T08:48:38.325Z
V0379,PO028980,Safety Gearbox Premium,187.0,358.28,67792.08,66998.36,793.7200000000012,1.18,Overcharged,2026-07-12T08:48:38.325Z
V0128,PO029161,Fluid Lubricant Standard,220.0,264.13,58358.16,58108.6,249.56000000000495,0.43,Overcharged,2026-07-12T08:48:38.325Z
V0043,PO029514,Instrumentation Steel Rod,339.0,3165.02,1057882.39,1072941.78,-15059.39000000013,-1.4,Undercharged,2026-07-12T08:48:38.325Z
V0451,PO029785,Safety Hydraulic Pump Standard,102.0,111.02,11342.88,11324.039999999999,18.840000000000146,0.17,Overcharged,2026-07-12T08:48:38.325Z
V0177,PO029843,Mechanical Pvc Pipe Premium,261.0,1389.81,369763.98,362740.41,7023.570000000007,1.94,Overcharged,2026-07-12T08:48:38.325Z
V0443,PO030018,Structural Transformer Oil Kit,383.0,2787.38,1054831.05,1067566.54,-12735.48999999999,-1.19,Undercharged,2026-07-12T08:48:38.325Z
V0443,PO030299,Instrumentation Fasteners,474.0,2121.22,1005680.8,1005458.2799999999,222.52000000013504,0.02,Overcharged,2026-07-12T08:48:38.325Z
V0473,PO030342,Structural Safety Helmet Heavy Duty,307.0,998.78,292711.83,306625.45999999996,-13913.629999999946,-4.54,Undercharged,2026-07-12T08:48:38.325Z
V0431,PO030446,Mechanical Flow Meter Premium,67.0,2197.18,144735.4,147211.06,-2475.6600000000035,-1.68,Undercharged,2026-07-12T08:48:38.325Z
V0163,PO030518,Instrumentation Flow Meter Heavy Duty,491.0,2852.2,1406364.58,1400430.2,5934.380000000121,0.42,Overcharged,2026-07-12T08:48:38.325Z
V0451,PO030587,Electrical Conveyor Belt,409.0,1693.07,690505.74,692465.63,-1959.890000000014,-0.28,Undercharged,2026-07-12T08:48:38.325Z
V0097,PO030777,Safety Pressure Gauge Premium,461.0,197.13,104371.76,90876.93,13494.830000000002,14.85,Overcharged,2026-07-12T08:48:38.325Z
V0353,PO030883,Safety Hydraulic Pump Heavy Duty,149.0,53.89,7952.91,8029.61,-76.69999999999982,-0.96,Undercharged,2026-07-12T08:48:38.325Z
V0461,PO030967,Structural Flow Meter Premium,227.0,1782.79,406331.77,404693.33,1638.4400000000023,0.4,Overcharged,2026-07-12T08:48:38.325Z
V0119,PO030992,Safety Flow Meter Kit,104.0,351.95,36650.61,36602.799999999996,47.81000000000495,0.13,Overcharged,2026-07-12T08:48:38.325Z
V0302,PO031100,Mechanical Pressure Gauge Premium,135.0,3457.29,517323.34,466734.15,50589.19,10.84,Overcharged,2026-07-12T08:48:38.325Z
V0454,PO031189,Instrumentation Flow Meter Kit,22.0,3721.77,81463.49,81878.94,-415.4499999999971,-0.51,Undercharged,2026-07-12T08:48:38.325Z
V0157,PO031537,Mechanical Welding Rod Heavy Duty,429.0,838.88,356728.25,359879.52,-3151.2700000000186,-0.88,Undercharged,2026-07-12T08:48:38.325Z
V0318,PO031898,Structural Copper Wire Premium,308.0,1994.82,622722.19,614404.5599999999,8317.630000000005,1.35,Overcharged,2026-07-12T08:48:38.325Z
V0309,PO032461,Instrumentation Steel Rod,478.0,2993.96,1415442.92,1431112.8800000001,-15669.960000000196,-1.09,Undercharged,2026-07-12T08:48:38.325Z
V0101,PO032563,Safety Pneumatic Cylinder Kit,220.0,222.28,49242.76,48901.6,341.1600000000035,0.7,Overcharged,2026-07-12T08:48:38.325Z
V0324,PO032724,Fluid Steel Rod Standard,53.0,1916.99,112193.71,101600.47,10593.240000000005,10.43,Overcharged,2026-07-12T08:48:38.325Z
V0482,PO032804,Structural Transformer Oil Kit,92.0,2967.33,271199.71,272994.36,-1794.649999999965,-0.66,Undercharged,2026-07-12T08:48:38.325Z
V0393,PO032935,Electrical Pvc Pipe Kit,474.0,2013.9,957766.41,954588.6000000001,3177.8099999999395,0.33,Overcharged,2026-07-12T08:48:38.325Z
V0209,PO033018,Mechanical Electric Motor Standard,447.0,2023.72,968594.37,904602.84,63991.53000000003,7.07,Overcharged,2026-07-12T08:48:38.325Z
V0297,PO033187,Safety Hydraulic Pump Heavy Duty,295.0,51.02,15311.53,15050.900000000001,260.6299999999992,1.73,Overcharged,2026-07-12T08:48:38.325Z
V0409,PO033273,Safety Lubricant Standard,60.0,473.39,28772.19,28403.399999999998,368.7900000000009,1.3,Overcharged,2026-07-12T08:48:38.325Z
V0377,PO033436,Mechanical Circuit Breaker Premium,20.0,3109.41,59166.4,62188.2,-3021.7999999999956,-4.86,Undercharged,2026-07-12T08:48:38.325Z
V0424,PO033588,Mechanical Flow Meter,130.0,4328.72,569447.47,562733.6,6713.869999999995,1.19,Overcharged,2026-07-12T08:48:38.325Z
V0455,PO033684,Electrical Safety Helmet Kit,120.0,1459.28,174804.07,175113.6,-309.52999999999884,-0.18,Undercharged,2026-07-12T08:48:38.325Z
V0252,PO033707,Structural Copper Wire Standard,137.0,2687.12,363928.14,368135.44,-4207.299999999988,-1.14,Undercharged,2026-07-12T08:48:38.325Z
V0259,PO034541,Mechanical Circuit Breaker Premium,400.0,3263.88,1294712.87,1305552.0,-10839.129999999888,-0.83,Undercharged,2026-07-12T08:48:38.325Z
V0023,PO034826,Safety Flow Meter Kit,188.0,364.18,59496.15,68465.84,-8969.689999999995,-13.1,Undercharged,2026-07-12T08:48:38.325Z
V0305,PO035134,Instrumentation Hydraulic Pump Premium,162.0,3221.33,572475.88,521855.45999999996,50620.42000000004,9.7,Overcharged,2026-07-12T08:48:38.325Z
V0293,PO035243,Instrumentation Fasteners,124.0,2006.73,249315.99,248834.52,481.47000000000116,0.19,Overcharged,2026-07-12T08:48:38.325Z
V0387,PO035417,Structural Transformer Oil Kit,85.0,2691.78,263491.88,228801.30000000002,34690.57999999999,15.16,Overcharged,2026-07-12T08:48:38.325Z
V0380,PO035550,Instrumentation Safety Helmet,57.0,1373.31,77367.2,78278.67,-911.4700000000012,-1.16,Undercharged,2026-07-12T08:48:38.325Z
V0307,PO035624,Safety Control Panel Heavy Duty,463.0,502.36,228425.4,232592.68,-4167.279999999999,-1.79,Undercharged,2026-07-12T08:48:38.325Z
V0455,PO035928,Structural Transformer Oil,292.0,570.46,167165.59,166574.32,591.2699999999895,0.35,Overcharged,2026-07-12T08:48:38.325Z
V0054,PO035935,Safety Gearbox Premium,390.0,394.68,152146.69,153925.2,-1778.5100000000093,-1.16,Undercharged,2026-07-12T08:48:38.325Z
V0331,PO036142,Electrical Copper Wire Premium,459.0,1300.44,598376.7,596901.9600000001,1474.7399999998743,0.25,Overcharged,2026-07-12T08:48:38.325Z
V0183,PO036295,Mechanical Electric Motor Premium,397.0,930.24,368886.38,369305.28,-418.9000000000233,-0.11,Undercharged,2026-07-12T08:48:38.325Z
V0151,PO036422,Fluid Conveyor Belt Kit,271.0,1396.38,383196.74,378418.98000000004,4777.759999999951,1.26,Overcharged,2026-07-12T08:48:38.325Z
V0443,PO036470,Fluid Lubricant Standard,156.0,290.03,44548.03,45244.67999999999,-696.6499999999942,-1.54,Undercharged,2026-07-12T08:48:38.325Z
V0335,PO036517,Safety Steel Rod Standard,40.0,167.53,6770.93,6701.2,69.73000000000047,1.04,Overcharged,2026-07-12T08:48:38.325Z
V0082,PO036814,Fluid Control Panel Premium,264.0,2064.65,542024.1,545067.6,-3043.5,-0.56,Undercharged,2026-07-12T08:48:38.325Z
V0297,PO036969,Electrical Bearing Heavy Duty,473.0,1639.98,789470.77,775710.54,13760.229999999981,1.77,Overcharged,2026-07-12T08:48:38.325Z
V0153,PO037141,Safety Steel Rod Standard,118.0,172.29,108101.16,20330.219999999998,87770.94,431.73,Overcharged,2026-07-12T08:48:38.325Z
V0090,PO037395,Safety Transformer Oil Heavy Duty,37.0,474.68,19559.89,17563.16,1996.7299999999996,11.37,Overcharged,2026-07-12T08:48:38.325Z
V0166,PO037708,Safety Lubricant Standard,69.0,474.37,33165.87,32731.53,434.3400000000038,1.33,Overcharged,2026-07-12T08:48:38.325Z
V0049,PO037879,Structural Bearing Kit,177.0,1463.82,261009.29,259096.13999999998,1913.1500000000233,0.74,Overcharged,2026-07-12T08:48:38.325Z
V0102,PO038045,Mechanical Welding Rod Heavy Duty,419.0,902.59,382866.76,378185.21,4681.549999999988,1.24,Overcharged,2026-07-12T08:48:38.325Z
V0277,PO038230,Electrical Steel Rod,280.0,917.41,257893.08,256874.8,1018.2799999999988,0.4,Overcharged,2026-07-12T08:48:38.325Z
V0101,PO038515,Instrumentation Bearing Premium,177.0,2634.73,457607.79,466347.21,-8739.420000000042,-1.87,Undercharged,2026-07-12T08:48:38.325Z
V0367,PO038516,Instrumentation Valves Heavy Duty,355.0,3132.69,1287759.76,1112104.95,175654.81000000006,15.79,Overcharged,2026-07-12T08:48:38.325Z
V0383,PO038738,Electrical Pvc Pipe Kit,37.0,2071.83,75171.29,76657.70999999999,-1486.4199999999983,-1.94,Undercharged,2026-07-12T08:48:38.325Z
V0332,PO038802,Electrical Lubricant Heavy Duty,379.0,2584.55,969786.18,979544.4500000001,-9758.270000000019,-1.0,Undercharged,2026-07-12T08:48:38.325Z
V0070,PO038822,Instrumentation Flow Meter Premium,372.0,1543.94,563034.08,574345.68,-11311.600000000093,-1.97,Undercharged,2026-07-12T08:48:38.325Z
V0131,PO039128,Mechanical Pressure Gauge Premium,151.0,3125.0,477589.08,471875.0,5714.080000000016,1.21,Overcharged,2026-07-12T08:48:38.325Z
V0319,PO039322,Fluid Pneumatic Cylinder,163.0,2021.36,332914.8,329481.68,3433.1199999999953,1.04,Overcharged,2026-07-12T08:48:38.325Z
V0021,PO039329,Instrumentation Circuit Breaker Standard,406.0,2215.47,890771.65,899480.82,-8709.169999999925,-0.97,Undercharged,2026-07-12T08:48:38.325Z
V0223,PO039389,Structural Conveyor Belt Standard,163.0,1765.86,283313.38,287835.18,-4521.799999999988,-1.57,Undercharged,2026-07-12T08:48:38.325Z
V0046,PO039616,Electrical Lubricant Heavy Duty,296.0,2561.53,772281.59,758212.88,14068.709999999963,1.86,Overcharged,2026-07-12T08:48:38.325Z
V0114,PO039633,Mechanical Circuit Breaker Premium,423.0,2918.75,1225205.77,1234631.25,-9425.479999999981,-0.76,Undercharged,2026-07-12T08:48:38.325Z
V0480,PO039767,Safety Transformer Oil Standard,91.0,147.97,13323.38,13465.27,-141.89000000000124,-1.05,Undercharged,2026-07-12T08:48:38.325Z
V0157,PO039947,Safety Lubricant Standard,262.0,459.93,122275.66,120501.66,1774.0,1.47,Overcharged,2026-07-12T08:48:38.325Z
V0084,PO039979,Safety Steel Rod Standard,92.0,169.49,15795.16,15593.080000000002,202.0799999999981,1.3,Overcharged,2026-07-12T08:48:38.325Z
V0498,PO040231,Structural Conveyor Belt Standard,289.0,1717.55,462081.86,496371.95,-34290.090000000026,-6.91,Undercharged,2026-07-12T08:48:38.325Z
V0249,PO040325,Instrumentation Valves Heavy Duty,480.0,3430.6,1702129.5,1646688.0,55441.5,3.37,Overcharged,2026-07-12T08:48:38.325Z
V0486,PO040330,Instrumentation Industrial Paint Heavy Duty,136.0,3610.25,490870.0,490994.0,-124.0,-0.03,Undercharged,2026-07-12T08:48:38.325Z
V0348,PO040354,Mechanical Pressure Gauge Premium,267.0,3498.68,920114.33,934147.5599999999,-14033.229999999981,-1.5,Undercharged,2026-07-12T08:48:38.325Z
