invoice_id,po_id,vendor_id,invoiced_amount,invoice_date,payment_status
INV024729,PO022458,V0378,50588.92,2022-04-23,Overdue
INV024730,PO010257,V0380,129783.42,2022-05-25,Paid
INV024731,PO054857,,58366.97,2023-11-02,Paid
INV024732,PO040534,V0180,501598.01,2023-01-10,Paid
INV024733,PO099827,V0163,5002.76,2022-03-13,Paid
INV024734,PO098996,V0105,317469.92,2022-05-19,Pending
INV024735,PO028282,V0142,366965.1,2023-07-30,Paid
INV024736,PO067276,V0290,56191.4,2025-11-28,Paid
INV024737,PO001526,V0107,365121.37,2023-07-19,Pending
INV024738,PO016454,V0036,83519.4,2022-07-10,Paid
INV024739,PO006252,V0257,308589.69,2023-09-21,Paid
INV024740,PO019508,V0425,10956.06,2024-05-07,Paid
INV024741,PO079397,V0321,294897.76,2024-10-24,Pending
INV024742,PO086645,V0291,56999.07,2022-05-20,Paid
INV024743,PO027907,V0108,29218.58,2024-03-02,Paid
INV024744,PO073186,V0249,26171.13,2024-11-05,Pending
INV024745,PO099592,V0098,166179.98,2025-12-05,Paid
INV024746,PO013194,V0443,258976.07,2024-05-23,Pending
INV024747,PO096559,V0451,8700.04,2023-05-28,Paid
INV024748,PO097193,V0114,42082.92,2022-09-05,Paid
INV024749,PO081450,V0152,169260.22,2022-03-08,Overdue
INV024750,PO064043,V0069,71757.84,2024-02-16,Paid
INV024751,PO059517,V0321,46768.12,2024-10-09,Paid
INV024752,PO081166,V0068,67180.63,2022-03-06,Paid
INV024753,PO030693,V0487,116892.59,2023-11-26,Paid
INV024754,PO070491,V0233,48799.78,2023-02-11,Paid
INV024755,PO033513,V0311,37274.43,2024-05-15,Paid
INV024756,PO010720,V0493,397807.13,2025-09-26,Paid
INV024757,PO055428,V0155,19680.93,2025-04-30,Paid
INV024758,PO027650,V0130,31383.9,2025-02-11,Paid
INV024759,PO012403,,70368.52,2025-04-25,Paid
INV024760,PO009217,V0279,36354.05,2023-07-16,Overdue
INV024761,PO031051,V0192,9586.65,2024-11-03,Pending
INV024762,PO095809,V0268,610224.7,2023-03-17,Paid
INV024763,PO050094,V0144,990671.93,2024-06-22,Paid
INV024764,,V0257,36304.68,2023-12-17,Paid
INV024765,PO046717,V0440,101874.23,2022-05-09,Overdue
INV024766,PO002439,V0209,17532.34,2024-08-17,Pending
INV024767,PO047432,,149451.3,2022-05-27,Overdue
INV024768,,V0260,29124.96,2023-12-12,Paid
INV024769,PO077615,V0055,43561.85,2024-08-12,Paid
INV024770,PO016474,V0422,2689.3,2025-11-26,Paid
INV024771,PO043816,V0432,127779.52,2022-04-03,Paid
INV024772,PO062461,V0475,110001.86,2025-05-17,Overdue
INV024773,PO009258,V0130,338840.46,2025-08-25,Paid
INV024774,PO087987,V0315,324638.48,2023-02-24,Pending
INV024775,PO025635,V0187,38190.28,2024-01-04,Paid
INV024776,PO060404,V0475,46890.81,2025-05-10,Paid
INV024777,PO046574,V0411,56166.93,2023-04-16,Pending
INV024778,PO028649,V0246,27802.62,2025-08-16,Paid
INV024779,PO092713,V0310,244721.46,2023-11-11,Overdue
INV024780,PO048981,V0386,352965.8,2025-04-16,Paid
INV024781,PO010297,V0130,41040.07,2023-06-16,Paid
INV024782,PO060198,V0065,17901.56,2022-06-28,Paid
INV024783,PO021960,V0285,836207.62,2024-04-06,Paid
INV024784,PO014571,V0253,49963.52,2025-04-08,Overdue
INV024785,PO035424,V0104,352637.6,2023-05-07,Paid
INV024786,PO080264,V0411,141269.18,2023-05-27,Paid
INV024787,PO017900,V0173,195445.25,2022-07-05,Overdue
INV024788,PO035786,V0267,13654.96,2025-08-07,Paid
INV024789,PO062807,V0036,115212.73,2022-08-26,Paid
INV024790,PO056964,V0441,393696.73,2022-10-09,Pending
INV024791,PO077876,V0127,558988.02,2024-09-06,Paid
INV024792,PO034342,V0256,76360.16,2025-05-31,Pending
INV024793,PO005598,V0415,280153.23,2025-09-11,Pending
INV024794,PO092649,V0148,34052.6,2024-09-02,Pending
INV024795,PO010245,V0464,4751.94,2022-04-06,Paid
INV024796,PO003797,V0369,153993.05,2024-06-08,Pending
INV024797,PO075590,V0271,45074.94,2024-06-19,Pending
INV024798,PO028529,V0026,,2022-11-16,Paid
INV024799,PO018649,V0496,12703.75,2024-07-26,Paid
INV024800,PO083968,V0259,10380.67,2025-01-18,Paid
INV024801,PO000536,V0298,168061.07,2024-01-05,Pending
INV024802,PO048470,V0155,260427.53,2022-11-18,Paid
INV024803,PO064913,V0040,1149.62,2024-04-04,Paid
INV024804,PO044494,V0154,131362.65,2022-09-20,Paid
INV024805,PO072418,V0137,305447.44,2023-09-22,Paid
INV024806,PO045786,V0157,34989.42,2025-08-06,Paid
INV024807,PO085018,V0356,26594.16,2025-12-24,Paid
INV024808,PO066562, V0300 ,659524.15,2025-06-20,Paid
INV024809,PO030870,V0215,252184.49,2023-09-11,Paid
INV024810,PO065095,V0167,66587.21,2022-07-22,Overdue
INV024811,PO030193,V0376,67686.98,2022-10-11,Paid
INV024812,PO069158,V0041,925781.24,2025-11-23,Paid
INV024813,PO096103,V0403,23655.84,2025-01-09,Paid
INV024814,PO086484,V0363,163189.06,2024-01-07,Paid
INV024815,PO079942,V0209,27429.51,2025-06-04,Pending
INV024816,PO057545,V0466,80196.29,2025-02-05,Paid
INV024817,PO004404,V0218,353114.81,2023-03-05,Paid
INV024818,PO036092,V0085,201302.38,2022-05-28,Paid
INV024819,PO052511,V0493,61468.36,2024-10-04,Pending
INV024820,PO088062,V0201,18437.08,2023-01-11,Pending
INV024821,PO005018,V0056,79404.84,2025-02-26,Pending
INV024822,PO039204,V0192,130540.7,2022-03-28,Paid
INV024823,PO056474,V0122,25939.79,2024-02-25,Pending
INV024824,PO052124,V0223,35983.44,2024-05-29,Paid
INV024825,PO048261,V0485,22061.38,2023-04-30,Paid
INV024826,PO045939,V0334,355716.97,2024-04-01,Paid
INV024827,PO057930,V0394,186794.99,2023-05-17,Paid
INV024828,,V0171,831578.26,2023-12-25,Pending
INV024829,PO093967,V0038,308535.55,2024-07-14,Paid
INV024830,PO037373,V0359,184530.51,2023-03-20,Paid
INV024831,PO053253,V0435,133319.0,2024-99-99,Pending
INV024832,PO014629,V0191,209962.3,2022-12-01,Paid
INV024833,PO012502,V0246,240333.93,2025-05-09,Paid
INV024834,PO030132,V0435,,2025-09-15,Paid
INV024835,PO089103,V0439,13750.26,2024-07-28,Paid
INV024836,PO089361,V0447,1340893.51,2023-08-02,Pending
INV024837,PO068349,V0188,45481.13,2023-09-03,Overdue
INV024838,PO098349,V0174,182915.7,2025-05-02,Overdue
INV024839,PO092863,V0098,51112.66,2025-09-11,Paid
INV024840,PO009403,V0038,4856.58,2025-12-10,Pending
INV024841,PO091862,V0223,27805.2,2022-09-26,Paid
INV024842,PO055957,V0411,24091.96,2023-06-19,Paid
INV024843,PO051921,V0356,103538.45,2023-03-20,Pending
INV024844,PO026001,V0237,31751.66,2023-07-04,Paid
INV024845,PO089796,V0380,14331.57,2026-02-06,Overdue
INV024846,PO067463,V0435,136866.75,2025-10-19,Paid
INV024847,PO066393,V0486,494071.0,2022-09-25,Pending
INV024848,PO005989,V0098,34847.0,2023-06-23,Paid
INV024849,PO074280,V0469,267843.36,2023-08-09,Paid
INV024850,PO057000,V0073,118431.67,2023-06-11,Paid
INV024851,PO069675,V0394,248479.57,2022-09-23,Pending
INV024852,PO081619,V0149,361752.68,2022-11-11,Paid
INV024853,PO053427,V0367,33868.9,2022-10-01,Paid
INV024854,PO058825,V0054,87454.98,2024-09-24,Paid
INV024855,PO098911,V0046,-135964.14,2022-10-06,Paid
INV024856,PO074400,V0194,1100522.68,2024-10-29,Paid
INV024857,PO060660,V0269,223348.2,2025-11-30,Paid
INV024858,PO037791,V0341,79934.2,2024-03-03,Paid
INV024859,PO095344,V0421,82377.76,2023-12-28,Paid
INV024860,PO022119,V0486,117628.19,2024-09-24,Overdue
INV024861,PO052026,V0281,23779.28,2024-10-25,Paid
INV024862,PO059939,V0326,441412.78,2023-10-16,Paid
INV024863,PO005150,V0293,523191.98,2022-10-21,Paid
INV024864,PO038080,V0220,212450.7,2025-06-13,Paid
INV024865,PO002485,V0487,589810.19,2025-02-13,Paid
INV024866,PO055475,V0378,65156.73,2024-09-02,Paid
INV024867,PO090728, V0487 ,387684.4,2025-12-14,Paid
INV024868,PO048602,,223969.51,2022-12-10,Overdue
INV024869,PO043810,V0078,39745.94,2022-05-24,Pending
INV024870,PO020792,V0366,164349.51,2025-03-30,Pending
INV024871,PO069344,V0039,142835.06,2024-05-02,Paid
INV024872,PO026649,V0415,122713.04,2025-03-28,Pending
INV024873,PO031091,V0449,83300.59,2025-05-27,Overdue
INV024874,PO090637,V0251,82453.13,2025-01-07,Paid
INV024875,PO096486,V0169,241908.18,2024-05-11,Paid
INV024876,PO017858,V0064,5825.91,2025-03-12,Paid
INV024877,PO062328,V0253,28973.44,2022-03-19,Paid
INV024878,PO093387,V0169,67764.05,2024-07-17,Paid
INV024879,PO042968,V0474,67998.99,2022-09-16,Pending
INV024880,PO053710,V0457,58832.17,2025-03-07,Paid
INV024881,PO067949,V0163,-1566.84,2024-01-12,Paid
INV024882,PO048862,V0286,181950.36,2022-03-10,Paid
INV024883,PO068719,V0065,38027.62,2022-04-18,Paid
INV024884,, V0002 ,135474.46,2025-02-15,Paid
INV024885,PO033783,V0084,432259.36,2022-03-28,Paid
INV024886,PO050757,V0070,85228.1,2023-06-20,Paid
INV024887,PO082790,V0059,54727.91,2024-01-18,Paid
INV024888,PO068389,V0415,1342076.76,2025-11-06,Paid
INV024889,PO084529, V0468 ,35632.24,2022-08-13,Pending
INV024890,PO066810,V0214,277558.32,2025-07-23,Paid
INV024891,PO007650,V0475,31095.68,2022-09-14,Pending
INV024892,PO029003,V0154,84810.16,2024-12-27,Overdue
INV024893,PO034724,V0130,18913.79,2023-05-29,Pending
INV024894,PO074315,V0322,54221.63,2024-12-19,Overdue
INV024895,PO090313,V0141,260243.37,2023-04-20,Paid
INV024896,PO070086,V0130,41336.09,2022-10-07,Overdue
INV024897,PO081400,V0239,192265.94,2023-09-10,Paid
INV024898,PO011810,V0330,136950.06,2024-09-22,Overdue
INV024899,PO058170,V0147,278405.02,2025-11-27,Paid
INV024900,PO008303,V0425,62656.24,2024-01-31,Paid
INV024901,PO008101,V0466,210810.91,2024-05-24,Paid
INV024902,PO068448,V0480,28838.6,2024-04-19,Paid
INV024903,PO077628,V0076,701649.42,2025-09-21,Paid
INV024904,PO074636,V0038,760.88,2022-05-04,Paid
INV024905,PO055021,V0183,24099.41,2022-12-10,Pending
INV024906,PO005664,V0428,32094.87,2025-09-26,Paid
INV024907,PO095441,V0036,581068.99,2022-07-24,Paid
INV024908,PO093828,V0271,59409.46,2022-11-13,Paid
INV024909,PO044650,V0361,772744.36,2025-12-20,Paid
INV024910,PO047137,V0215,52665.3,2022-02-10,Paid
INV024911,PO036105,V0436,996590.47,2025-03-01,Overdue
INV024912,PO039138,V0404,162501.0,2025-11-27,Paid
INV024913,PO002535,V0459,86947.05,2022-10-08,Paid
INV024914,PO067763,V0226,796067.31,2024-09-14,Overdue
INV024915,PO052446,V0204,68728.02,2025-05-10,Overdue
INV024916,PO009586, V0272 ,1380641.56,2023-10-03,Paid
INV024917,PO092797,V0322,36245.37,2023-08-21,Paid
INV024918,PO092948,V0229,665305.48,2023-03-20,Paid
INV024919,PO098471,V0331,127057.97,2024-02-26,Pending
INV024920,PO076439,V0475,16642.59,2025-07-24,Paid
INV024921,PO036393,V0315,120857.36,2023-01-04,Paid
INV024922,PO084268,V0119,13696.01,2022-08-08,Paid
INV024923,PO083325,V0353,72575.77,2024-09-24,Paid
INV024924,PO031127,V0306,55503.24,2022-08-24,Pending
INV024925,PO042486,V0122,430054.75,2025-11-13,Paid
INV024926,PO045799,V0360,35445.09,2026-01-05,Overdue
INV024927,PO068311,V0363,175354.03,2023-03-07,Pending
INV024928,PO009018,V0465,280571.18,2022-07-14,Paid
INV024929,PO025701,V0035,37614.67,2024-02-13,Paid
INV024930,PO090681,V0082,36009.66,2023-11-11,Pending
INV024931,,V0236,6465.01,2025-01-06,Paid
INV024932,PO036508,V0444,228827.16,2025-02-05,Paid
INV024933,PO047680,V0089,486263.61,9999-99-99,Paid
INV024934,PO092222,V0050,127571.77,2022-12-06,Paid
INV024935,PO089939,V0496,29956.99,2025-08-07,Overdue
INV024936,PO037233,V0147,2369.28,2022-05-03,Pending
INV024937,PO095600,,160359.46,2023-05-29,Paid
INV024938,PO089662,V0063,226074.13,2025-12-18,Pending
INV024939,PO024021,V0098,883.38,2024-03-31,Paid
INV024940,PO097240,V0303,67431.91,2023-05-24,Paid
INV024941,PO057173,V0228,,2023-06-16,Paid
INV024942,PO097306,V0298,123974.2,2024-10-02,Overdue
INV024943,PO013747,V0207,21014.25,2024-05-21,Paid
INV024944,PO063538,V0031,105704.34,2025-03-24,Paid
INV024945,PO004095,V0031,287508.27,2023-10-10,Paid
INV024946,PO068467,V0031,46957.56,2025-09-10,Paid
INV024947,PO099068,V0343,29556.29,2025-08-07,Paid
INV024948,PO030756,V0014,558416.5,2024-08-10,Paid
INV024949,PO095642,V0345,244400.12,2025-11-18,Paid
INV024950,PO011553,V0382,102589.5,2022-04-06,Paid
INV024951,PO059492,V0149,91481.29,2025-10-19,Overdue
INV024952,PO019780,V0435,333851.91,2025-07-01,Paid
INV024953,PO029001,V0410,123100.39,2025-05-04,Paid
INV024954,PO085640,V0170,354701.87,2025-09-01,Paid
INV024955,PO053954,V0006,96487.39,2023-12-10,Paid
INV024956,PO057565,V0386,180263.39,2022-10-12,Paid
INV024957,PO014103,V0174,16081.25,2022-06-20,Paid
INV024958,PO001862,V0028,95618.5,2025-09-24,Paid
INV024959,PO043575,V0331,56018.73,2024-02-28,Paid
INV024960,PO032683,V0211,336862.84,2022-04-17,Paid
INV024961,PO078820,V0266,129960.62,2022-07-05,Paid
INV024962,PO091134,V0063,11651.67,2025-09-02,Paid
INV024963,PO077973,V0130,158278.95,2025-10-10,Overdue
INV024964,PO093961,V0474,198508.73,2023-02-10,Paid
INV024965,PO065186,V0355,121820.98,2023-08-09,Paid
INV024966,PO074427,V0041,127022.68,2024-02-11,Paid
INV024967,PO048121,V0278,245097.61,2022-07-07,Paid
INV024968,PO038298,V0435,269144.06,2022-03-15,Paid
INV024969,PO008300,V0475,63042.22,2023-06-25,Paid
INV024970,PO041349,V0122,88361.98,2022-08-08,Overdue
INV024971,PO041385,V0026,118382.69,2024-06-28,Paid
INV024972,PO076694,V0006,213607.92,2024-12-05,Pending
INV024973,PO095300,V0008,14301.59,2023-07-31,Paid
INV024974,PO032688,V0265,24261.6,2024-01-03,Pending
INV024975,PO064578,V0500,131101.46,2024-01-07,Paid
INV024976,PO060048,V0213,78676.07,2022-11-20,Paid
INV024977,PO010192,V0300,11187.87,2025-10-31,Paid
INV024978,PO056885,V0183,40625.12,2022-03-04,Pending
INV024979,PO054912,V0300,142707.18,2023-12-14,Paid
INV024980,PO077304,V0464,7735.44,2024-03-08,Paid
INV024981,PO083448,,51809.41,2025-06-18,Paid
INV024982,PO094166,V0267,229397.17,2022-08-12,Paid
INV024983,PO092481,V0114,2796.08,2025-03-01,Paid
INV024984,PO043727,V0232,16864.38,2024-09-29,Pending
INV024985,PO034624,V0105,198285.87,2025-11-22,Paid
INV024986,PO083518,V0369,95721.78,2025-12-22,Pending
INV024987,,V0197,53336.2,2022-10-06,Pending
INV024988,PO071495,V0455,80776.6,2023-08-13,Paid
INV024989,PO080242,V0131,707506.4,2024-06-06,Paid
INV024990,PO096173,V0006,231313.57,2023-04-17,Paid
INV024991,PO063028,V0369,167434.26,2025-05-22,Paid
INV024992,PO058996,V0260,12596.54,2022-03-18,Paid
INV024993,PO042877,V0448,33927.45,2024-99-99,Paid
INV024994,PO051071,V0320,-54704.02,2024-08-13,Overdue
INV024995,PO090689,V0104,124417.46,2022-05-25,Overdue
INV024996,PO066225,V0106,298467.69,2025-01-20,Paid
INV024997,PO025366,V0255,783774.72,2023-04-24,Paid
INV024998,PO029664,V0147,216811.83,2023-04-27,Paid
INV024999,PO065437,V0287,22465.24,2023-09-15,Paid
INV025000,PO083276,V0211,208775.54,2023-03-17,Paid
INV025001,PO063212,V0476,281299.22,2022-12-14,Paid
INV025002,PO010910,V0443,143095.73,2022-08-09,Pending
INV025003,PO060884,V0153,124296.95,2023-04-02,Paid
INV025004,PO012714,V0230,205150.88,2022-09-04,Paid
INV025005,PO012615,V0440,190065.19,2024-11-11,Paid
INV025006,PO098098,V0350,6260.52,2022-05-11,Paid
INV025007,PO020735,V0058,73809.95,2024-04-29,Pending
INV025008,PO030710,V0244,17317.13,2025-03-08,Paid
INV025009,PO022886,V0227,1074151.74,2024-09-01,Paid
INV025010,PO071623,V0377,465147.35,2025-04-29,Paid
INV025011,PO078268,V0107,1338382.19,2025-09-20,Paid
INV025012,PO086129,V0217,18025.51,2025-05-01,Paid
INV025013,PO013342,V0155,179272.87,2024-10-31,Paid
INV025014,PO039436,V0353,68580.93,2023-12-13,Overdue
INV025015,PO012977,V0367,138355.79,2024-06-11,Pending
INV025016,PO082911,V0253,137006.76,2024-08-01,Paid
INV025017,PO077870,V0190,12959.91,2024-03-17,Paid
INV025018,PO005291,V0212,,2023-01-26,Pending
INV025019,PO045813,V0172,165655.32,2024-01-01,Paid
INV025020,PO050529,V0387,157524.88,2025-05-22,Overdue
INV025021,,V0221,11471.36,2023-01-31,Paid
INV025022,PO056400,V0004,215718.19,2024-06-13,Pending
INV025023,PO048438,V0448,2301.36,2025-08-11,Paid
INV025024,PO089123,V0092,44775.78,2023-07-03,Pending
INV025025,PO057908,V0161,295781.24,2023-11-07,Paid
INV025026,PO081877, V0174 ,221694.56,2025-10-14,Paid
INV025027,PO048724,V0458,194851.09,2023-01-03,Paid
INV025028,PO035656, V0070 ,32076.59,2023-04-12,Paid
INV025029,PO055834,V0001,141170.42,2022-09-05,Pending
INV025030,PO080097,,53993.68,2022-09-12,Paid
INV025031,PO023998,V0469,10700.77,2022-04-02,Paid
INV025032,PO066877,V0217,232216.23,2023-05-22,Pending
INV025033,PO026014,V0232,275449.75,2022-05-03,Paid
INV025034,PO032863,V0476,189256.84,2024-09-01,Paid
INV025035,PO052449,V0047,53314.73,2025-10-17,Paid
INV025036,PO087819,V0115,153721.07,2024-05-01,Paid
INV025037,PO045609,V0025,176330.42,2022-09-07,Paid
INV025038,PO084613,V0360,199567.97,2023-10-30,Paid
INV025039,PO040895, V0046 ,148191.29,2025-01-14,Overdue
INV025040,PO085202, V0347 ,111487.41,2022-10-17,Paid
INV025041,PO050650,V0036,206704.7,2023-06-10,Overdue
INV025042,PO062105,V0453,31702.86,2023-03-13,Pending
INV025043,PO076460,V0035,184430.35,2023-12-02,Pending
INV025044,PO039822,V0444,295666.15,2023-07-17,Pending
INV025045,PO047941,V0068,788191.81,2023-09-04,Paid
INV025046,PO010936,V0477,53590.69,2024-05-07,Paid
INV025047,PO089578,V0289,796377.56,2023-10-18,Paid
INV025048,PO012468,V0464,34055.78,2025-06-07,Paid
INV025049,PO011074,V0147,59945.87,2024-06-16,Paid
INV025050,PO007692,V0290,49528.33,2022-08-23,Paid
INV025051,PO046539,V0378,61845.32,2022-08-01,Overdue
INV025052,PO024491,V0235,323766.84,2024-04-25,Overdue
INV025053,PO015689,V0186,182870.77,2022-08-03,Overdue
INV025054,PO098506,V0156,104522.07,2023-01-28,Paid
INV025055,PO050651,V0392,196673.44,2023-11-23,Paid
INV025056,PO013830,V0293,288627.33,2023-04-16,Paid
INV025057,PO003087,V0290,201215.18,2022-03-23,Paid
INV025058,PO002591,V0155,268316.13,2022-05-22,Pending
INV025059,PO039894,V0260,242188.28,2025-05-17,Paid
INV025060,PO073397,V0184,193910.55,2023-07-13,Pending
INV025061,PO038177,V0233,32847.65,2022-09-30,Paid
INV025062,PO067485,V0334,167998.59,2024-06-04,Paid
INV025063,PO098998,V0085,28347.76,2025-05-23,Paid
INV025064,PO026296,V0082,410666.93,2025-03-28,Paid
INV025065,PO038132,V0122,103833.93,2022-05-29,Paid
INV025066,PO044894,V0486,25246.53,2024-04-11,Paid
INV025067,PO011925,V0252,,2022-12-01,Paid
INV025068,PO010852,V0223,116510.96,2022-06-12,Paid
INV025069,PO007735,V0311,,2023-08-19,Paid
INV025070,PO042682,V0253,199276.61,2022-03-30,Paid
INV025071,PO005294,V0381,1380489.84,2024-03-18,Paid
INV025072,PO053204,V0060,1331.17,2023-02-27,Paid
INV025073,PO013821,V0500,-24332.16,2024-11-21,Paid
INV025074,PO067828,V0335,82428.25,2022-06-27,Paid
INV025075,PO047164,V0179,90811.41,2024-06-26,Paid
INV025076,PO012392,V0232,157434.14,2024-11-22,Paid
INV025077,PO041971,V0036,122885.07,2023-04-10,Paid
INV025078,PO046824,V0230,52153.79,2022-10-08,Paid
INV025079,PO030797,V0198,143585.23,2022-07-26,Paid
INV025080,PO099346,V0005,261645.73,2023-10-15,Paid
INV025081,PO083128,V0392,196369.01,2022-05-24,Pending
INV025082,PO036390,V0215,27685.93,2025-04-10,Paid
INV025083,PO003353,,35939.57,2023-04-24,Paid
INV025084,,V0403,164762.59,2025-10-01,Paid
INV025085,PO028173,V0005,303429.42,2024-06-23,Paid
INV025086,PO010938,V0287,107452.4,2022-07-28,Paid
INV025087,PO093658,V0435,436354.01,2023-04-18,Paid
INV025088,PO080139,V0474,35798.76,2023-11-12,Paid
INV025089,PO088673,V0249,51303.89,2022-12-26,Pending
INV025090,PO066482,V0408,60874.72,2023-12-13,Paid
INV025091,PO085349,V0065,54619.89,2025-11-06,Paid
INV025092,PO073510,,30291.78,2022-12-31,Paid
INV025093,PO023553,V0344,441758.86,2022-12-29,Paid
INV025094,PO014119,V0479,37093.88,2024-06-22,Paid
INV025095,PO011291,V0053,22847.77,2023-05-11,Pending
INV025096,PO025124,V0004,217337.19,2024-06-18,Paid
INV025097,PO081920,V0415,213693.84,2024-02-19,Paid
INV025098,,V0103,360048.04,2024-06-06,Pending
INV025099,PO052137,V0096,797516.09,2024-11-06,Paid
INV025100,PO063887, V0272 ,40378.27,2025-01-31,Pending
INV025101,PO075903,V0192,976430.37,2022-02-27,Paid
INV025102,PO067334,V0326,116260.25,2025-10-14,Paid
INV025103,PO091993,V0365,1115225.17,2024-05-15,Paid
INV025104,PO044017,V0392,161499.79,2024-08-15,Paid
INV025105,PO021428,V0374,127137.08,2022-02-26,Paid
INV025106,PO002258,V0016,41823.91,2024-04-09,Paid
INV025107,PO067734,V0435,93897.31,2024-10-06,Paid
INV025108,PO008223,V0437,180302.63,2024-06-25,Paid
INV025109,PO025188,V0494,55481.75,2026-01-22,Paid
INV025110,PO079689,V0264,26568.8,2025-12-28,Paid
INV025111,PO020782,V0158,89877.39,2023-01-07,Overdue
INV025112,PO011005,V0230,428581.8,2023-07-16,Pending
INV025113,PO057601,V0060,131304.48,2025-12-17,Paid
INV025114,PO025516,V0247,55988.39,2025-05-17,Pending
INV025115,PO080953,V0307,170846.21,2024-01-07,Paid
INV025116,PO071689,V0127,344723.62,2023-06-27,Paid
INV025117,PO072709,V0464,217470.8,2024-06-29,Paid
INV025118,PO003186,V0138,188155.3,2024-03-16,Paid
INV025119,PO090889,V0081,83430.15,2025-01-31,Paid
INV025120,PO054477,V0434,,2025-04-20,Paid
INV025121,PO096280,V0149,351134.42,2024-08-04,Paid
INV025122,PO031213,V0412,168078.81,2024-01-16,Paid
INV025123,PO092155,V0406,34939.88,2022-08-02,Paid
INV025124,PO074698,V0347,45365.94,2022-02-16,Paid
INV025125,PO048534,V0133,77164.49,2023-06-08,Paid
INV025126,PO083004,V0356,688071.51,2025-09-30,Pending
INV025127,PO087126,V0005,,2023-08-16,Pending
INV025128,PO037631,V0424,18194.22,2025-11-24,Paid
INV025129,PO068607,V0289,121233.27,2022-10-17,Paid
INV025130,PO074100,V0074,102551.31,2025-11-27,Paid
INV025131,PO090791,V0364,285332.73,2022-07-29,Paid
INV025132,PO016586,V0072,58534.02,2022-03-16,Paid
INV025133,PO095834,V0394,76965.19,2022-06-18,Pending
INV025134,PO049241,V0319,22753.44,2023-04-17,Paid
INV025135,PO014773,V0450,49186.14,2024-03-14,Paid
INV025136,PO079992,V0127,68747.28,2023-10-16,Paid
INV025137,PO071836,V0323,403995.57,2024-09-26,Paid
INV025138,PO075725,V0410,686144.79,2023-06-08,Paid
INV025139,PO090300,V0333,679305.66,2024-02-15,Paid
INV025140,PO098054,V0382,36771.46,2024-02-21,Paid
INV025141,PO087092,V0377,59564.24,2023-02-04,Paid
INV025142,PO094860,V0380,1521230.4,2022-04-09,Paid
INV025143,PO017939,V0223,35712.1,2024-06-02,Paid
INV025144,PO021984,V0361,63727.11,2022-05-19,Pending
INV025145,PO012875,V0378,128479.88,2022-11-14,Paid
INV025146,PO090342,V0042,1251840.72,2024-07-28,Paid
INV025147,PO060897,V0237,19064.79,2023-10-31,Paid
INV025148,PO046210,V0203,174500.56,2023-10-29,Overdue
INV025149,PO032823,V0145,32136.88,2026-01-01,Paid
INV025150,PO020751,V0042,7333.8,2024-03-05,Pending
INV025151,PO042084,V0153,184979.54,2024-10-18,Paid
INV025152,PO027947,V0331,38990.94,2024-02-01,Pending
INV025153,PO001553,V0031,,2024-05-25,Overdue
INV025154,PO095586,V0094,140457.07,2024-07-08,Paid
INV025155,PO073332,V0436,80399.77,2022-09-05,Paid
INV025156,PO005272,V0246,200720.12,2024-11-04,Paid
INV025157,PO080202,V0252,12026.32,2024-04-26,Overdue
INV025158,PO065652,V0475,144033.34,2024-03-11,Paid
INV025159,PO028995,V0090,133271.96,2025-12-18,Paid
INV025160,PO027187,V0295,148014.28,2025-10-01,Paid
INV025161,PO030268,V0335,289079.24,2025-03-10,Paid
INV025162,PO039141,V0065,502395.21,2024-06-29,Paid
INV025163,PO024936,V0228,177647.22,2024-11-17,Paid
INV025164,PO031749,V0352,1007.55,2024-11-24,Paid
INV025165,PO090140,V0418,141635.69,2023-10-18,Pending
INV025166,PO003838,V0147,206230.54,2022-08-06,Paid
INV025167,PO064876,V0215,199756.76,2022-10-11,Paid
INV025168,PO062695,V0336,148922.16,2022-12-30,Paid
INV025169,PO009611,V0108,80638.2,2025-12-04,Paid
INV025170,PO028616,V0339,171036.6,2025-09-03,Paid
INV025171,PO076645,V0001,26871.42,2024-11-18,Pending
INV025172,PO022348,V0443,158614.42,2022-10-07,Paid
INV025173,PO034063,V0402,220292.41,2022-10-01,Paid
INV025174,PO055123,V0044,167907.91,2022-06-04,Overdue
INV025175,PO048432,V0194,233055.49,2023-05-15,Paid
INV025176,PO073087,V0325,198627.95,2024-05-04,Paid
INV025177,PO028206,V0331,233426.54,2023-08-03,Pending
INV025178,PO018460,V0045,284351.2,2023-06-19,Overdue
INV025179,PO023751,V0186,26747.78,2025-10-29,Pending
INV025180,PO027730,,285202.82,2023-01-24,Pending
INV025181,PO038586,V0475,14814.2,2023-04-10,Paid
INV025182,PO083699,V0328,67422.43,2023-06-17,Overdue
INV025183,PO045636,V0424,152052.61,2024-03-27,Paid
INV025184,PO044855,V0274,184617.16,2025-03-02,Paid
INV025185,PO076227, V0130 ,85087.74,2024-04-10,Paid
INV025186,PO029105,V0025,129220.84,2026-01-12,Paid
INV025187,PO082294,V0271,31069.13,2022-10-16,Overdue
INV025188,PO014771,V0196,21430.67,2022-08-09,Pending
INV025189,PO075994,V0190,103077.48,2023-03-15,Paid
INV025190,PO017958,,66655.81,2022-08-25,Paid
INV025191,PO055179,V0127,1573234.62,2025-07-20,Paid
INV025192,PO095156,V0194,146975.48,2025-11-10,Paid
INV025193,PO020829,V0457,1595988.66,2025-08-13,Paid
INV025194,PO017172,V0032,1194511.65,2026-01-21,Paid
