po_id,vendor_id,item_name,quantity,po_date,region,ingestion_timestamp,load_date,pipeline_run_id,source_file
PO025500,V0199,Structural PVC Pipe Heavy Duty,162.0,2023-04-30 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025501,null,Electrical Conveyor Belt,91.0,2022-01-30 00:00:00,central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025502,V0443,Mechanical Welding Rod Heavy Duty,37.0,2022-11-02 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025503,V0353,Safety Conveyor Belt Standard,127.0,2024-07-04 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025504,V0013,Fluid Flow Meter Kit,423.0,2024-01-29 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025505,V0005,Fluid Lubricant Standard,411.0,2022-01-27 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025506,V0146,Safety Lubricant Standard,246.0,2022-04-07 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025507,V0073,Instrumentation Transformer Oil Kit,338.0,2022-01-02 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025508,V0316,Electrical Steel Rod Standard,150.0,2023-03-12 00:00:00,south,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025509,V0334,Instrumentation Safety Helmet,482.0,2022-04-05 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025510,V0473,Structural Copper Wire Premium,148.0,2025-10-23 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025511,V0477,Electrical Gearbox Premium,67.0,2023-12-08 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025512,null,Mechanical Circuit Breaker Premium,166.0,2024-03-10 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025513,V0004,Safety Lubricant Standard,346.0,2025-10-22 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025514,V0179,Structural Pressure Gauge Standard,147.0,2024-04-05 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025515,V0251,Structural Bearing,427.0,2022-07-28 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025516,V0247,Fluid Bearing Premium,374.0,2025-04-27 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025517,V0300,Safety Control Panel Kit,379.0,2025-05-06 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025518,V0482,Structural Transformer Oil Kit,227.0,2023-12-30 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025519,V0446,Structural Steel Rod Kit,305.0,2025-08-14 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025520,V0056,Safety Control Panel Kit,394.0,2023-02-21 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025521,V0132,Safety Pressure Gauge Premium,358.0,2022-02-05 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025522,V0419,Electrical Steel Rod,5.0,2024-01-03 00:00:00,west,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025523,V0414,Structural Flow Meter Premium,285.0,2024-03-04 00:00:00,west,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025524,V0137,Electrical PVC Pipe Premium,428.0,2023-08-23 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025525,V0366,Mechanical Copper Wire Heavy Duty,98.0,2022-07-18 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025526,V0337,Safety Pressure Gauge Premium,252.0,2025-02-16 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025527,V0234,Structural Transformer Oil Kit,94.0,2023-06-19 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025528,V0103,Safety Welding Rod Kit,64.0,2025-03-03 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025529,V0449,Instrumentation Valves Heavy Duty,239.0,2023-01-28 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025530,V0340,Safety Steel Rod Standard,231.0,2024-06-16 00:00:00,east,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025531,V0088,Safety Lubricant Kit,146.0,2025-01-13 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025532, V0353 ,Fluid Bearing Premium,81.0,2025-09-23 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025533,V0373,Structural Valves Standard,208.0,2023-08-26 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025534,V0448,Fluid Steel Rod Standard,351.0,2024-06-03 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025535,V0114,Safety Transformer Oil Standard,216.0,2024-07-08 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025536,V0496,Electrical Conveyor Belt Standard,400.0,2025-03-12 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025537,V0079,Safety Flow Meter Kit,236.0,2022-04-17 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025538, V0299 ,Instrumentation Bearing Premium,490.0,2024-10-26 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025539,V0329,Electrical Steel Rod Kit,395.0,2024-09-09 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025540,V0209,Safety Control Panel,30.0,2022-02-09 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025541,V0236,Electrical Transformer Oil Standard,394.0,2025-08-31 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025542,V0450,Safety Control Panel,218.0,2022-08-31 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025543,V0322,Structural Valves Standard,337.0,2024-12-23 00:00:00,west,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025544,V0246,Safety Pressure Gauge Kit,87.0,2024-08-24 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025545,V0068,Safety Transformer Oil Kit,476.0,2022-11-28 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025546,V0005,Electrical Copper Wire Premium,387.0,2024-04-28 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025547,V0065,Mechanical Safety Helmet Standard,393.0,2025-08-09 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025548,V0480,Safety Welding Rod Kit,248.0,2022-03-13 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025549,V0382,Instrumentation Pneumatic Cylinder Premium,42.0,2022-03-05 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025550,V0486,Electrical Bearing Heavy Duty,480.0,2022-08-20 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025551, V0019 ,Fluid Safety Helmet Premium,73.0,2025-07-16 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025552,V0341,Instrumentation Copper Wire Heavy Duty,270.0,2023-02-22 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025553,V0025,Structural Bearing Kit,405.0,2024-05-25 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025554,V0392,Instrumentation Flow Meter Kit,136.0,2024-02-02 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025555,V0189,Mechanical Fasteners Heavy Duty,429.0,2025-11-09 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025556, V0050 ,Mechanical PVC Pipe Premium,45.0,2022-09-09 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025557,V0280,Electrical PVC Pipe Premium,29.0,2022-04-08 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025558,V0139,Safety Transformer Oil Kit,363.0,2023-04-18 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025559,V0330,Structural Transformer Oil Kit,376.0,2023-07-10 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025560,V0330,Mechanical Pressure Gauge Standard,167.0,2023-08-29 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025561,V0353,Structural Bearing Kit,269.0,2023-09-13 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025562,V0497,Electrical Safety Helmet Kit,74.0,2023-06-01 00:00:00,west,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025563,V0192,Safety Gearbox Premium,334.0,2022-09-27 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025564,V0232,Structural Pressure Gauge Standard,298.0,2025-05-16 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025565,V0403,Safety Control Panel,42.0,2025-05-04 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025566,V0286,Mechanical Conveyor Belt,67.0,2022-03-30 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025567,V0020,Instrumentation Electric Motor Premium,22.0,2024-03-16 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025568,V0425,Instrumentation Safety Helmet,207.0,2024-09-18 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025569,V0028,Electrical Conveyor Belt,321.0,2023-07-16 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025570,V0089,Fluid Bearing Premium,385.0,2025-09-24 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025571,V0053,Electrical Transformer Oil Standard,392.0,2023-12-04 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025572,V0041,Instrumentation Flow Meter Kit,427.0,2024-05-14 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025573,V0013,Fluid Steel Rod Standard,54.0,2025-02-18 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025574,V0030,Safety Hydraulic Pump Standard,208.0,2024-03-31 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025575,V0221,Fluid Safety Helmet Premium,14.0,2024-02-06 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025576,V0130,Mechanical Flow Meter,378.0,2022-12-04 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025577,V0066,Instrumentation Bearing,null,2023-09-09 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025578,V0330,Instrumentation Hydraulic Pump Premium,410.0,2022-03-21 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025579,V0115,Instrumentation Transformer Oil Kit,311.0,2024-02-13 00:00:00,north,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025580,V0009,Electrical Conveyor Belt Standard,212.0,2022-10-18 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025581,V0209,Safety Hydraulic Pump Standard,206.0,2022-09-16 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025582,V0154,Electrical Steel Rod Standard,357.0,2022-08-28 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025583,V0158,Structural Conveyor Belt Standard,231.0,2023-10-25 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025584,V0222,Safety Lubricant Standard,109.0,2023-12-06 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025585,V0335,Structural Conveyor Belt Standard,251.0,2025-06-05 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025586,V0308,Instrumentation Copper Wire,182.0,2025-05-08 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025587,V0471,Safety Transformer Oil Standard,378.0,2024-06-12 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025588,V0252,Fluid Pneumatic Cylinder,30.0,2024-09-05 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025589,V0234,Mechanical Pressure Gauge Premium,43.0,2022-10-08 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025590,V0109,Instrumentation Pneumatic Cylinder Premium,188.0,2023-10-08 00:00:00,east,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025591,V0380,Instrumentation Safety Helmet,496.0,2024-05-21 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025592,V0073,Structural Pneumatic Cylinder Premium,null,2023-01-01 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025593,V0243,Electrical Steel Rod Standard,183.0,2023-01-13 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025594,V0210,Instrumentation Fasteners,455.0,2023-01-06 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025595,V0330,Fluid Conveyor Belt Kit,48.0,2022-09-13 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025596,V0462,Structural PVC Pipe Heavy Duty,260.0,2025-06-01 00:00:00,east,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025597,V0475,Instrumentation Flow Meter Kit,151.0,2022-01-17 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025598,V0088,Electrical PVC Pipe Premium,96.0,2023-11-11 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025599,V0131,Mechanical Fasteners Heavy Duty,68.0,2023-04-29 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025600,V0407,Mechanical Welding Rod Heavy Duty,343.0,2023-03-18 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025601,V0252,Instrumentation Copper Wire,498.0,2025-07-24 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025602,V0226,Safety Steel Rod Standard,481.0,2025-08-19 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025603,null,Fluid Pneumatic Cylinder,64.0,2025-09-13 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025604,V0299,Safety Transformer Oil Kit,451.0,2023-08-27 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025605,V0487,Mechanical Circuit Breaker Heavy Duty,97.0,2024-06-19 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025606,V0289,Safety Conveyor Belt,79.0,2022-03-02 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025607,V0232,Safety Transformer Oil Standard,377.0,2023-06-14 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025608,V0266,Mechanical Fasteners Premium,316.0,2024-10-18 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025609,V0406,Mechanical Electric Motor Standard,355.0,2023-09-22 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025610,V0306,Safety Lubricant Kit,173.0,2024-09-10 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025611,V0324,Instrumentation Bearing Premium,475.0,2024-03-07 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025612,V0488,Structural Pneumatic Cylinder Premium,361.0,2023-09-14 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025613,V0309,Structural Safety Helmet Heavy Duty,144.0,2025-01-13 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025614,V0189,Instrumentation Copper Wire,257.0,2023-08-14 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025615,V0346,Electrical Steel Rod Kit,306.0,2025-11-03 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025616,V0330,Instrumentation Safety Helmet,268.0,2023-10-29 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025617,V0007,Safety Steel Rod Standard,146.0,2024-02-02 00:00:00,north,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025618,V0232,Structural Valves Standard,169.0,2025-05-08 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025619,V0374,Instrumentation Industrial Paint Heavy Duty,293.0,2023-04-02 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025620,V0247,Instrumentation Flow Meter Premium,306.0,2025-05-15 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025621,V0391,Instrumentation Copper Wire Heavy Duty,247.0,2024-06-14 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025622,V0223,Mechanical PVC Pipe Premium,213.0,2023-10-31 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025623,V0493,Electrical Bearing Heavy Duty,407.0,2022-12-16 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025624,V0147,Instrumentation Bearing,125.0,2022-07-17 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025625,V0047,Mechanical Pressure Gauge Premium,99.0,2023-04-20 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025626,V0215,Instrumentation Copper Wire,184.0,2024-12-30 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025627,V0266,Electrical Steel Rod,110.0,2023-04-07 00:00:00,east,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025628,V0174,Mechanical Electric Motor Standard,332.0,2023-10-03 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025629,V0126,Fluid Bearing Premium,106.0,2022-01-13 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025630,V0337,Electrical Transformer Oil Standard,451.0,2024-09-28 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025631,V0187,Mechanical Flow Meter,68.0,2022-06-17 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025632,V0316,Electrical Gearbox Kit,358.0,2022-10-08 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025633,V0391,Mechanical Copper Wire Heavy Duty,3.0,2023-08-12 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025634,V0381,Fluid Safety Helmet Standard,316.0,2023-11-14 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025635,V0187,Safety Transformer Oil Premium,317.0,2023-12-14 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO025636,V0280,Electrical Conveyor Belt,438.0,2023-03-23 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
