contract_id,vendor_id,item_name,category,contract_price,payment_terms,effective_date,ingestion_timestamp,load_date,pipeline_run_id,source_file
CON004115,V0465,Electrical Steel Rod,Electrical,833.26,Net60,2022-03-26,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004116,V0038,Instrumentation Valves Heavy Duty,Instrumentation,3432.63,Net15,2024-09-17,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004117,V0260,Electrical Gearbox Premium,Electrical,1069.83,Net60,2021-04-12,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004118,V0212,Electrical Pneumatic Cylinder Kit,Electrical,290.53,Net30,2023-02-05,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004119,V0386,Electrical Steel Rod,Electrical,924.89,Net15,2021-02-27,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004120,V0239,Safety Welding Rod Kit,Safety,293.76,Net45,2022-01-08,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004121,V0009,Structural Pneumatic Cylinder Premium,Structural,3246.8,Net30,2023-10-25,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004122,V0191,Structural Pneumatic Cylinder Premium,Structural,3367.79,Net15,2022-12-11,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004123,V0412,Instrumentation Hydraulic Pump Premium,Instrumentation,3210.26,Net45,2023-04-08,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004124,V0323,Safety Control Panel Heavy Duty,Safety,477.98,Net60,2022-01-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004125,V0471,Instrumentation Copper Wire,Instrumentation,4003.57,Net15,2022-03-16,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004126,V0165,Electrical Conveyor Belt Heavy Duty,Electrical,1007.01,Net15,2023-03-11,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004127, V0410 ,Electrical Gearbox Premium,Electrical,1140.86,Net60,2022-12-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004128,V0071,Mechanical Safety Helmet Standard,Mechanical,2611.87,Net15,2024-08-30,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004129,V0361,Instrumentation Pneumatic Cylinder Premium,Instrumentation,615.9,Net45,2023-12-15,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004130,V0073,Safety Control Panel Kit,Safety,253.43,Net15,2024-08-21,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004131,V0193,Structural PVC Pipe Heavy Duty,Structural,801.42,Net15,2023-10-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004132,V0307,Instrumentation Flow Meter Premium,Instrumentation,1533.98,Net30,2023-07-14,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004133,V0302,Safety Hydraulic Pump Standard,Safety,109.55,Net30,2023-10-12,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004134,V0406,Instrumentation Transformer Oil Kit,Instrumentation,2062.79,Net60,2024-09-21,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004135,V0238,Electrical Conveyor Belt Heavy Duty,Electrical,910.32,Net45,2023-07-08,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004136,V0498,Electrical Transformer Oil Standard,Electrical,390.61,Net45,2023-03-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004137,V0410,Instrumentation Flow Meter Premium,Instrumentation,1348.57,Net60,2023-09-25,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004138,V0069,Structural Conveyor Belt Premium,Structural,427.1,Net30,2024-08-05,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004139,V0260,Safety Gearbox Premium,Safety,390.34,Net60,2021-10-01,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004140,V0178,Safety Pressure Gauge Kit,Safety,391.96,Net30,2022-07-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004141,V0498,Fluid Conveyor Belt Kit,Fluid,1294.88,Net45,2022-12-21,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004142,V0408,Safety Steel Rod Standard,Safety,179.87,Net60,2022-05-03,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004143, V0124 ,Electrical Conveyor Belt Heavy Duty,Electrical,926.65,Net45,2021-07-30,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004144,V0248,Mechanical Electric Motor Standard,Mechanical,1926.11,Net15,2021-04-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004145,V0149,Mechanical Conveyor Belt,Mechanical,3594.0,Net30,2021-08-05,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004146,V0412,Mechanical Circuit Breaker Heavy Duty,Mechanical,3846.14,Net45,2021-09-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004147,V0160,Fluid Flow Meter Kit,Fluid,228.12,Net45,2023-08-16,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004148,V0059,Instrumentation Valves Heavy Duty,Instrumentation,3256.32,Net60,2021-10-03,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004149,V0144,Safety Transformer Oil Premium,Safety,133.41,Net45,2022-10-26,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004150,V0331,Structural Hydraulic Pump Premium,Structural,467.77,Net30,2022-04-14,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004151,V0046,Mechanical Copper Wire Heavy Duty,Mechanical,3784.41,Net60,2021-11-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004152,V0122,Instrumentation Pneumatic Cylinder Premium,Instrumentation,644.04,Net15,2022-11-25,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004153,V0285,Fluid Lubricant Standard,Fluid,272.03,Net60,2023-06-05,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004154,V0166,Structural Gearbox Heavy Duty,Structural,2481.64,Net60,2022-07-02,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004155,V0184,Safety Lubricant Kit,Safety,515.96,Net60,2024-05-03,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004156,V0265,Electrical Circuit Breaker,Electrical,1654.77,Net60,2021-06-06,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004157,V0109,Electrical Lubricant Heavy Duty,Electrical,2364.93,Net15,2022-02-27,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004158,V0449,Instrumentation Electric Motor Premium,Instrumentation,2551.8,Net30,2023-10-26,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004159,V0023,Safety Flow Meter Kit,Safety,364.18,Net30,2021-09-26,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004160,V0304,Safety Welding Rod Kit,Safety,296.94,Net45,2021-10-20,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004161,V0306,Safety Transformer Oil Kit,Safety,474.19,Net30,2022-11-22,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004162,V0102,Fluid Bearing Premium,Fluid,882.18,Net45,2021-12-31,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004163,V0254,Instrumentation Copper Wire,Instrumentation,4106.12,Net15,2023-03-17,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004164,V0480,Structural Transformer Oil,Structural,567.26,Net30,2024-04-08,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004165,V0198,Instrumentation Fasteners,Instrumentation,2183.97,Net60,2022-03-02,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004166,V0347,Mechanical Conveyor Belt,Mechanical,3512.88,Net30,2023-10-11,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004167,V0221,Mechanical Circuit Breaker Premium,Mechanical,3282.53,Net30,2024-09-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004168,V0092,Instrumentation Pneumatic Cylinder Premium,Instrumentation,584.37,Net60,2021-11-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004169,V0323,Safety Hydraulic Pump Heavy Duty,Safety,48.85,Net60,2022-05-15,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004170,V0080,Safety Transformer Oil Standard,Safety,138.03,Net15,2021-06-08,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004171,V0037,Structural Transformer Oil Kit,Structural,3116.03,Net30,2023-06-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004172,V0310,Structural Transformer Oil Kit,Structural,2666.64,Net30,2024-04-23,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004173,V0015,Mechanical Copper Wire Heavy Duty,Mechanical,3740.12,Net30,2021-10-13,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004174,V0096,Mechanical Electric Motor Premium,Mechanical,1005.1,Net45,2021-06-01,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004175,V0283,Electrical Conveyor Belt Heavy Duty,Electrical,1025.52,Net30,2022-07-05,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004176,V0070,Mechanical Pressure Gauge Premium,Mechanical,3211.33,Net60,2021-01-13,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004177,V0355,Electrical Gearbox Kit,Electrical,1788.15,Net60,2024-12-01,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004178,V0108,Safety Conveyor Belt,Safety,293.48,Net15,2023-07-03,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004179,V0173,Instrumentation Bearing Premium,Instrumentation,2902.55,Net45,2021-02-20,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004180,V0300,Structural Lubricant,Structural,3304.94,Net30,2023-04-14,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004181,V0260,Instrumentation Copper Wire Heavy Duty,Instrumentation,774.15,Net60,2022-06-01,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004182,V0302,Structural Hydraulic Pump Premium,Structural,475.83,Net30,2021-01-28,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004183,V0070,Mechanical Flow Meter Premium,Mechanical,2515.3,Net60,2022-04-13,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004184,V0010,Instrumentation Flow Meter Kit,Instrumentation,3988.69,Net45,2022-02-19,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004185,V0395,Structural Transformer Oil Kit,Structural,2726.26,Net15,2024-07-11,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004186,V0372,Electrical Steel Rod Kit,Electrical,647.71,Net30,2022-01-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004187,V0024,Instrumentation Pneumatic Cylinder Premium,Instrumentation,612.23,Net30,2021-02-25,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004188,V0424,Electrical Steel Rod Kit,Electrical,590.62,Net30,2022-11-25,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004189,V0324,Mechanical Electric Motor Premium,Mechanical,941.24,Net60,2023-03-07,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004190,V0150,Safety Flow Meter Kit,Safety,352.02,Net60,2024-03-01,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004191,V0198,Mechanical Copper Wire Heavy Duty,Mechanical,3748.48,Net60,2023-07-23,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004192,V0240,Structural Copper Wire Premium,Structural,1903.54,Net45,2023-05-01,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004193,V0011,Mechanical Electric Motor Premium,Mechanical,996.43,Net60,2023-04-30,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004194,V0444,Structural Bearing Kit,Structural,1470.47,Net45,2021-11-08,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004195,V0119,Safety Pneumatic Cylinder Kit,Safety,238.92,Net15,2021-11-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004196,V0155,Safety Hydraulic Pump Standard,Safety,112.15,Net15,2023-01-22,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004197,V0093,Safety Transformer Oil Kit,Safety,523.64,Net45,2023-09-06,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004198,V0449,Safety Pressure Gauge Premium,Safety,200.4,Net30,2022-04-19,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004199,V0059,Fluid Safety Helmet Kit,Fluid,1626.94,Net60,2023-11-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004200,V0278,Safety Welding Rod Kit,Safety,283.13,Net15,2023-05-15,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004201,V0486,Safety Hydraulic Pump Standard,Safety,103.75,Net45,2023-01-31,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004202,V0433,Electrical Copper Wire Premium,Electrical,1233.82,Net45,2024-07-14,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004203,V0206,Mechanical PVC Pipe Premium,Mechanical,1487.84,Net60,2024-01-17,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004204,V0477,Instrumentation Industrial Paint Heavy Duty,Instrumentation,3961.76,Net15,2023-08-17,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004205,V0141,Instrumentation Safety Helmet,Instrumentation,1403.32,Net45,2022-09-30,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004206,V0190,Safety Control Panel Kit,Safety,262.03,Net45,2024-07-31,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004207,V0322,Fluid Safety Helmet Kit,Fluid,1677.43,Net45,2023-12-16,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004208,V0184,Structural Transformer Oil,Structural,572.76,Net60,2021-08-28,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004209,V0323,Mechanical Circuit Breaker Premium,Mechanical,2938.78,Net60,2021-10-31,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004210,V0326,Safety Pressure Gauge Premium,Safety,191.22,Net60,2022-01-06,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004211,V0282,Structural Copper Wire Premium,Structural,2043.51,Net15,2021-11-08,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004212,V0138,Mechanical Pressure Gauge Premium,Mechanical,3401.02,Net45,2024-07-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004213,V0148,Structural Transformer Oil,Structural,595.59,Net45,2024-11-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004214,null,Instrumentation Industrial Paint Heavy Duty,Instrumentation,3974.5,Net30,2022-11-14,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004215,V0179,Fluid Conveyor Belt,Fluid,2195.51,Net60,2021-10-01,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004216,V0001,Fluid Conveyor Belt,Fluid,1958.04,Net15,2023-08-25,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004217,V0156,Fluid Safety Helmet Premium,Fluid,131.83,Net15,2024-03-11,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004218,V0179,Structural Copper Wire Premium,Structural,2162.11,Net60,2024-04-28,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004219,V0123,Fluid Conveyor Belt,Fluid,2098.12,Net60,2024-06-07,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004220,V0268,Safety Transformer Oil Heavy Duty,Safety,481.17,Net60,2024-10-26,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004221,V0342,Mechanical Fasteners Premium,Mechanical,3684.63,Net30,2022-01-08,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004222,V0443,Instrumentation Pneumatic Cylinder Premium,Instrumentation,565.2,Net30,2021-07-22,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004223,V0168,Fluid Safety Helmet Standard,Fluid,637.03,Net15,2021-12-07,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004224,V0316,Mechanical Circuit Breaker Heavy Duty,Mechanical,3881.21,Net30,2024-06-17,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004225,V0250,Safety Lubricant Standard,Safety,446.11,Net45,2021-03-25,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004226,V0120,Structural PVC Pipe Heavy Duty,Structural,769.31,Net15,2022-05-03,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004227,V0079,Electrical Steel Rod Kit,Electrical,587.82,Net15,2021-05-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004228,V0377,Mechanical Pressure Gauge Standard,Mechanical,3051.64,Net15,2024-02-13,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004229,V0073,Fluid Conveyor Belt Kit,Fluid,1356.38,Net15,2023-01-14,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004230,V0360,Instrumentation Circuit Breaker Standard,Instrumentation,2431.11,Net60,2021-04-25,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004231,V0402,Fluid Steel Rod Standard,Fluid,2160.97,Net60,2021-01-19,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004232,V0301,Electrical Safety Helmet Kit,Electrical,1489.98,Net30,2024-12-26,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004233,V0098,Safety Pneumatic Cylinder Kit,Safety,216.46,Net60,2022-05-28,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004234,V0343,Safety Conveyor Belt,Safety,278.44,Net30,2023-10-14,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004235,V0251,Electrical Steel Rod Kit,Electrical,664.26,Net60,2022-06-21,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004236,V0325,Fluid Conveyor Belt,Fluid,2234.16,Net15,2023-09-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004237,V0450,Mechanical Circuit Breaker Premium,Mechanical,3016.89,Net15,2021-07-20,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004238,V0277,Structural Bearing Kit,Structural,1474.98,Net45,2024-05-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004239,V0160,Instrumentation Circuit Breaker Standard,Instrumentation,2284.59,Net45,2023-03-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004240,V0160,Mechanical Safety Helmet Standard,Mechanical,2599.79,Net45,2024-06-30,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004241,V0416,Electrical Lubricant Heavy Duty,Electrical,2637.21,Net30,2023-06-04,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004242,V0407,Electrical Conveyor Belt Heavy Duty,Electrical,1030.88,Net45,2022-09-10,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004243,V0027,Instrumentation Bearing Premium,Instrumentation,2760.39,Net30,2024-12-26,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004244,V0235,Electrical Pneumatic Cylinder Kit,Electrical,283.32,Net15,2023-06-19,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004245,V0495,Structural Bearing,Structural,1781.0,Net15,2023-08-11,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON004246,V0258,Mechanical Fasteners Premium,Mechanical,3613.64,Net30,2024-02-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
