invoice_id,po_id,vendor_id,invoiced_amount,invoice_date,payment_status,ingestion_timestamp,load_date,pipeline_run_id,source_file
INV002936,PO043935,V0406,429633.31,2025-04-12,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002937,PO010259,V0345,113039.28,2023-06-19,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002938,PO057776,V0163,92056.72,2023-05-19,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002939,PO081581,V0169,21531.15,2022-10-17,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002940,PO094948,V0365,147799.5,2023-05-13,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002941,PO005470,V0377,130036.1,2024-11-11,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002942,PO028855,V0316,70116.34,2025-10-04,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002943,PO006257,V0091,null,2023-02-24,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002944,PO076257,V0380,86802.55,2025-08-01,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002945,PO033938,V0388,495519.16,2022-05-08,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002946,PO099135,V0449,246248.79,2026-01-03,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002947,PO001652,V0024,120121.05,2025-12-25,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002948,PO050289,V0019,11082.74,2024-03-21,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002949,PO084731,V0107,228331.36,2024-02-24,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002950,PO025052,V0355,3022.57,2025-10-04,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002951,PO027387,V0192,121414.13,2025-01-29,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002952,PO075055,null,2721.18,2023-07-03,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002953,PO016185,V0140,30181.62,2023-11-22,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002954,PO033788,V0315,39447.15,2024-08-17,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002955,PO021622,V0448,545073.85,2022-06-07,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002956,PO075565,V0252,904685.62,2023-05-23,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002957,PO077985,V0082,140720.39,2025-11-02,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002958,PO059793,V0153,72345.77,2025-11-20,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002959,PO045254,V0486,-53661.72,2025-06-21,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002960,PO034052,V0446,50848.99,2023-12-02,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002961,PO049812,V0223,168642.37,2022-02-19,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002962,PO030448,V0480,281475.02,2024-09-15,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002963,PO083931,V0477,1049895.59,2025-01-13,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002964,PO030255,V0347,185708.93,2023-10-05,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002965,PO084046,V0339,30330.47,2023-08-15,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002966,PO057419,V0456,120638.82,2025-06-07,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002967,PO014473,V0425,135547.76,2025-02-01,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002968,PO003472,V0376,45108.18,2023-03-24,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002969,PO095805,V0158,82731.29,2025-02-14,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002970,PO008330,V0435,48489.31,2023-01-29,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002971,PO034866,V0457,7848.21,2023-06-18,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002972,PO046851,V0106,57020.68,2023-01-30,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002973,PO054221,V0132,784290.6,2024-03-30,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002974,PO093809,V0138,63370.32,2026-01-01,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002975,PO006398,V0275,196188.57,2022-09-28,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002976,PO097910,V0489,null,2022-01-19,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002977,PO035526,V0234,356340.1,2025-08-13,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002978,PO053073,V0006,757654.71,2025-06-09,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002979,PO090107, V0411 ,8074.3,2024-02-27,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002980,PO083821,V0335,46384.07,2023-07-28,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002981,PO084531,V0059,95519.26,2026-01-11,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002982,PO023285,V0129,152034.62,2024-11-30,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002983,PO061331,V0028,907798.62,2024-08-26,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002984,PO083370,V0027,175726.44,2023-07-10,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002985,PO025123,V0348,93128.01,2025-06-11,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002986,PO070554,V0198,120061.27,2025-02-02,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002987,PO081907,V0212,51792.95,2024-04-29,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002988,PO094789,V0097,12129.18,2024-04-25,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002989,PO062813,V0108,153240.34,2025-10-10,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002990,PO008000,V0194,99856.52,2024-07-24,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002991,PO022437,V0430,-187166.82,2022-12-20,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002992,PO042964,V0256,46165.21,2024-08-30,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002993,PO002097,V0083,51904.81,2023-08-23,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002994,PO025280,V0266,36866.87,2023-04-14,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002995,PO026202,V0247,103823.26,2023-06-04,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002996,PO019716,V0021,255317.15,2024-08-15,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002997,PO029310,V0459,66133.05,2022-01-30,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002998,PO015079,V0491,79889.97,2023-09-06,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV002999,PO056615,V0450,1147897.57,2025-01-30,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003000,PO005106,V0286,38641.44,2025-09-25,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003001,PO094849,V0473,147225.47,2023-01-17,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003002,PO002840,V0006,6759.34,2022-05-12,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003003,PO068921,V0225,83402.15,2023-05-19,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003004,PO043620,V0165,29781.32,2024-02-06,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003005,PO042822,V0362,424535.5,2023-05-29,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003006,PO013494,V0389,423184.72,2022-03-13,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003007,PO017070,V0283,43992.94,2024-07-18,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003008,PO007532, V0263 ,186046.38,2023-09-12,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003009,PO037052,V0455,537849.91,2023-11-26,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003010,PO007737,V0411,34208.99,2025-01-24,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003011,PO007711,V0023,16248.5,2023-03-15,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003012,PO067156,V0208,26539.26,2023-09-15,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003013,PO013976,V0232,5370.98,2024-02-03,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003014,PO062425,V0166,7809.23,2023-03-25,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003015,PO045604,V0487,221065.06,2023-08-19,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003016,PO023253,V0118,57795.35,2022-04-18,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003017,PO080798,V0352,18164.16,2023-03-31,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003018,PO001432,V0254,null,2025-04-17,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003019,PO074604,V0287,13102.25,2022-03-23,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003020,PO037482,V0377,24454.28,2023-07-27,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003021,PO092574,V0385,41895.67,2024-12-29,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003022,PO009558,V0127,54207.4,2024-12-12,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003023,PO074972,V0497,33473.96,2024-03-30,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003024,PO000163,V0176,111295.32,2022-06-06,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003025,PO034743,V0073,265010.26,2022-04-13,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003026,PO019676,V0256,781328.18,2025-12-27,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003027,PO073998,V0292,28530.62,2022-10-08,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003028,PO017016, V0170 ,21731.91,2024-02-17,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003029,PO050058,V0253,24918.37,2023-04-14,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003030,PO032592,V0392,37889.12,2025-09-30,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003031,PO093584,V0394,88369.26,2025-11-08,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003032,PO009834,V0274,65694.59,2023-07-28,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003033,PO007897,V0440,97549.55,2026-01-30,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003034,PO032973,V0398,361883.6,2023-11-01,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003035,PO049734,V0424,114388.59,2023-11-05,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003036,PO041801,null,157747.12,9999-99-99,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003037,PO096045,V0130,73472.5,2025-04-03,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003038,PO005348,V0324,503.84,2024-03-15,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003039,PO059064,V0161,151294.24,2024-03-27,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003040,PO095851,V0237,190546.36,2022-09-21,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003041,PO002644,V0085,77138.87,2022-09-13,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003042,PO040786,V0463,243688.14,2024-10-30,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003043,PO018682,V0314,48960.86,2024-09-17,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003044,PO050027,V0351,273963.75,2025-08-25,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003045,PO015893,V0048,20894.79,2025-05-03,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003046,PO047300,V0043,30769.88,2023-12-06,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003047,PO017074,V0336,89442.98,2023-08-12,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003048,PO030683,V0452,100951.34,2024-03-30,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003049,PO097799,V0271,165867.89,2023-12-13,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003050,PO096895,V0099,69067.21,2022-10-16,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003051,PO014290,V0346,76368.14,2022-06-09,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003052,PO007928,V0022,169524.12,2023-09-10,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003053,PO048331,V0500,167851.24,2024-01-08,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003054,PO066708,V0384,128164.22,2024-03-13,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003055,PO077455,V0486,93891.43,2023-01-27,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003056,PO065429,V0217,88529.29,2022-09-02,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003057,PO050602,V0320,189467.43,2023-04-04,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003058,PO077466,V0392,70654.76,2025-08-31,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003059,PO002540,V0271,16205.66,2026-01-01,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003060,PO022670,V0099,152984.39,2024-11-19,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003061,PO070969,V0362,43667.29,2025-11-25,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003062,PO020645,V0244,313920.52,2022-10-11,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003063,PO018746,V0353,152498.02,2023-10-19,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003064,PO028229,V0311,138640.0,2022-04-29,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003065,PO034522,V0190,102333.5,2025-01-14,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003066,PO097240,V0303,80465.38,2023-07-02,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003067,PO026929,V0288,77265.92,2025-08-14,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003068,PO018323,V0253,65454.63,2024-06-22,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003069,PO057715,V0319,90125.06,2025-12-15,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003070,PO087897,V0475,810437.75,2024-06-22,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003071,PO062293,V0022,137365.68,2025-01-10,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003072,PO029056,V0050,99492.51,2023-12-28,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003073,null,V0008,17627.23,2023-06-15,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003074,PO081913,V0305,63572.67,2022-09-05,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003075,PO006589,V0223,292257.23,2024-02-23,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003076,PO090537,V0392,50284.86,2025-11-26,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003077,PO006305,V0335,136294.47,2025-01-06,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003078,PO007346,V0113,97371.65,2024-12-19,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003079,PO029301,V0289,237269.34,2022-05-12,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003080,PO024260,V0276,193105.18,2023-10-28,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003081,PO091007,V0341,-97651.46,2022-06-07,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003082,PO088554,V0464,34624.9,2024-09-05,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003083,PO015353,V0163,150165.25,2022-10-06,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003084,PO033366,V0202,438808.42,2024-05-13,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003085,PO019447,V0083,141189.58,2023-07-07,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003086,PO002337,V0081,69201.21,2023-12-22,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003087,PO062033,V0054,43365.12,2023-11-20,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003088,PO075416,V0243,114284.76,2022-12-03,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003089,PO097853,V0307,999237.04,2026-01-14,Pending,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003090,PO098877,V0257,97154.59,2023-09-24,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003091,PO007522,V0220,146088.77,2024-05-20,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003092,PO071708,V0044,768356.16,2024-12-05,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003093,PO023482,V0227,33437.02,2022-12-21,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003094,PO018475,V0347,206328.02,2024-08-05,Paid,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003095,PO046761,V0487,81193.67,2023-04-19,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
INV003096,PO055719,V0045,32581.3,2025-11-27,Overdue,2026-07-09T18:01:56.751Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,invoices
