item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM0003177,ORD000918,PROD00182,4,60233.51,2.16
ITEM0003178,ORD000918,PROD00124,5,31585.25,22.68
ITEM0003179,ORD000918,PROD00149,3,737.02,30.44
ITEM0003180,ORD000918,PROD00238,3,10985.44,26.72
ITEM0003181,ORD000919,PROD00251,4,37604.62,31.1
ITEM0003182,ORD000919,PROD00178,1,11840.22,8.56
ITEM0003183,ORD000919,PROD00188,2,26614.54,8.48
ITEM0003184,ORD000919,PROD00021,3,1935.05,24.06
ITEM0003185,ORD000919,PROD00207,1,90137.22,28.96
ITEM0003186,ORD000919,PROD00012,4,16414.48,14.94
ITEM0003187,ORD000920,PROD00183,1,9351.26,5.18
ITEM0003188,ORD000920,PROD00025,4,2571.12,12.11
ITEM0003189,ORD000920,PROD00108,2,13444.93,17.38
ITEM0003190,ORD000920,PROD00133,1,16317.65,23.6
ITEM0003191,ORD000920,PROD00101,5,90820.31,29.53
ITEM0003192,ORD000921,PROD00026,-1,19557.07,2.35
ITEM0003193,ORD000921,PROD00080,1,8705.25,13.56
ITEM0003194,ORD000921,PROD00283,1,34928.13,20.36
ITEM0003195,ORD000921,PROD00245,1,77190.55,20.15
ITEM0003196,ORD000922,PROD00274,4,3119.83,143.91
ITEM0003197,ORD000923,PROD00239,3,18153.0,3.59
ITEM0003198,ORD000924,PROD00221,4,6476.61,4.38
ITEM0003199,ORD000924,PROD00157,5,7028.69,24.01
ITEM0003200,ORD000924,PROD00087,5,9237.82,29.18
ITEM0003201,ORD000924,PROD00173,1,77771.82,2.72
ITEM0003202,ORD000924,PROD00236,3,38161.26,11.42
ITEM0003203,ORD000925,PROD00251,4,37604.62,12.06
ITEM0003204,ORD000925,PROD00252,4,8369.69,30.15
ITEM0003205,ORD000925,PROD00165,4,5849.47,27.09
ITEM0003206,ORD000925,PROD00110,5,8026.63,3.35
ITEM0003207,ORD000925,PROD00274,2,3119.83,30.4
ITEM0003208,ORD000925,PROD00100,3,9419.26,0.82
ITEM0003209,ORD000926,PROD00007,4,4079.3,29.59
ITEM0003210,ORD000926,PROD00226,3,33228.57,10.35
ITEM0003211,ORD000926,PROD00156,3,263.76,29.66
ITEM0003212,ORD000926,PROD00251,2,37604.62,6.19
ITEM0003213,ORD000927,PROD00167,5,15629.7,16.49
ITEM0003214,ORD000927,PROD00180,1,45620.93,2.32
ITEM0003215,ORD000927,PROD00195,3,45234.5,14.55
ITEM0003216,ORD000928,PROD00289,4,1903.39,17.16
ITEM0003217,ORD000928,PROD00246,4,49840.91,5.79
ITEM0003218,ORD000928,PROD00266,2,150138.51,0.89
ITEM0003219,ORD000928,PROD00235,2,9096.22,34.1
ITEM0003220,ORD000928,PROD00216,4,4233.5,33.22
ITEM0003221,ORD000929,PROD00256,1,19894.86,8.16
ITEM0003222,ORD000929,PROD00226,4,33228.57,3.32
ITEM0003223,ORD000929,PROD00287,3,1349.9,4.27
ITEM0003224,ORD000929,PROD00058,5,8762.42,31.57
ITEM0003225,ORD000930,PROD00019,5,39804.94,26.44
ITEM0003226,ORD000930,PROD00059,4,1558.61,4.73
ITEM0003227,ORD000930,PROD00028,0,59359.69,13.91
ITEM0003228,ORD000931,PROD00185,1,88426.11,9.34
ITEM0003229,ORD000931,PROD00261,4,35880.89,16.35
ITEM0003230,ORD000931,PROD00156,3,263.76,25.39
ITEM0003231,ORD000931,PROD00183,4,9351.26,3.46
ITEM0003232,ORD000932,PROD00235,5,9096.22,22.66
ITEM0003233,ORD000933,PROD_DUP_248,2,13444.93,19.99
ITEM0003234,ORD000933,PROD00011,5,53479.92,25.29
ITEM0003235,ORD000933,PROD00105,2,16922.48,33.68
ITEM0003236,ORD000933,PROD00218,5,808.31,20.0
ITEM0003237,INVALID_ORD_56851,PROD00011,2,53479.92,28.36
ITEM0003238,ORD000935,PROD00026,3,19557.07,3.38
ITEM0003239,ORD000935,PROD00021,4,1935.05,3.33
ITEM0003240,ORD000936,PROD00173,2,77771.82,13.07
ITEM0003241,ORD000936,PROD00128,5,2957.45,34.78
ITEM0003242,ORD000937,PROD00291,2,68752.62,1.88
ITEM0003243,ORD000937,PROD00106,5,1535.04,13.95
ITEM0003244,ORD000937,PROD00291,4,68752.62,3.97
ITEM0003245,ORD000937,PROD00101,3,90820.31,26.27
ITEM0003246,ORD000937,PROD00117,1,28499.09,23.28
ITEM0003247,ORD000937,PROD00098,3,101886.16,20.17
ITEM0003248,ORD000938,PROD00126,1,14276.93,1.77
ITEM0003249,ORD000938,PROD00170,5,12487.59,34.03
ITEM0003250,ORD000938,PROD00090,3,12776.72,1.12
ITEM0003251,ORD000939,PROD00094,2,18989.87,7.62
ITEM0003252,ORD000939,PROD00077,3,949.09,15.39
ITEM0003253,ORD000939,PROD00294,4,12314.4,29.58
ITEM0003254,ORD000940,PROD00151,2,75177.2,6.22
ITEM0003255,ORD000940,PROD00054,4,59992.33,18.97
ITEM0003256,ORD000940,PROD00175,1,5323.61,34.46
ITEM0003257,ORD000940,PROD00252,5,8369.69,5.03
ITEM0003258,ORD000941,PROD00141,5,738.47,31.51
ITEM0003259,ORD000941,PROD00164,1,136789.18,16.85
ITEM0003260,ORD000941,PROD00248,1,13070.96,24.15
ITEM0003261,ORD000941,PROD00222,5,529.14,32.31
ITEM0003262,ORD000941,PROD00262,3,2761.19,3.38
ITEM0003263,ORD000941,PROD00238,1,10985.44,19.98
ITEM0003264,ORD000942,PROD00045,4,65694.03,0.04
ITEM0003265,ORD000942,PROD00251,-1,37604.62,5.99
ITEM0003266,ORD000942,PROD00218,2,808.31,6.41
ITEM0003267,ORD000942,PROD00149,-2,737.02,33.93
ITEM0003268,ORD000942,PROD00280,4,93322.92,14.7
ITEM0003269,ORD000942,PROD00147,4,10375.1,19.74
ITEM0003270,ORD000943,PROD00277,4,10462.69,29.12
ITEM0003271,ORD000944,PROD00250,3,2595.77,6.24
ITEM0003272,ORD000944,PROD00298,2,1958.18,32.6
ITEM0003273,ORD000944,PROD00014,2,10284.38,34.59
ITEM0003274,ORD000944,PROD00273,3,5839.38,16.94
ITEM0003275,ORD000944,PROD00198,3,88452.16,9.12
ITEM0003276,ORD000945,PROD00106,1,1535.04,4.51
ITEM0003277,ORD000945,PROD00236,-3,38161.26,2.66
ITEM0003278,ORD000945,PROD00202,3,2205.47,13.07
ITEM0003279,ORD000946,PROD00144,3,35676.4,22.55
ITEM0003280,ORD000946,PROD00147,5,10375.1,14.77
ITEM0003281,ORD000946,PROD00130,0,11592.7,34.3
ITEM0003282,ORD000946,INVALID_PROD_29284,1,11131.97,1.71
ITEM0003283,ORD000946,PROD00270,5,16051.61,3.96
ITEM0003284,ORD000947,PROD00123,5,16024.54,16.74
ITEM0003285,ORD000947,PROD00115,5,3345.82,6.85
ITEM0003286,ORD000947,PROD00229,4,17916.53,25.19
ITEM0003287,ORD000947,PROD00298,5,1958.18,33.59
ITEM0003288,ORD000947,PROD00223,5,31608.39,12.2
ITEM0003289,ORD000948,PROD00171,1,1587.59,21.11
ITEM0003290,ORD000948,PROD00121,4,79730.15,25.65
ITEM0003291,ORD000949,PROD00297,5,1866.66,18.07
ITEM0003292,ORD000950,PROD00207,1,90137.22,32.52
ITEM0003293,ORD000950,PROD00180,1,45620.93,34.92
ITEM0003294,ORD000950,PROD00223,2,31608.39,15.73
ITEM0003295,ORD000950,PROD00228,5,12035.67,23.47
ITEM0003296,ORD000950,PROD00247,1,60305.75,21.31
ITEM0003297,ORD000951,PROD00225,3,525.71,27.56
ITEM0003298,ORD000951,PROD00117,2,28499.09,17.01
ITEM0003299,ORD000951,PROD00218,2,808.31,4.11
ITEM0003300,ORD000951,PROD00124,2,31585.25,16.53
ITEM0003301,ORD000951,PROD00180,1,45620.93,21.2
ITEM0003302,ORD000952,PROD00202,1,2205.47,0.75
ITEM0003303,ORD000952,PROD00187,4,8729.44,29.7
ITEM0003304,ORD000952,PROD00179,4,11703.98,23.12
ITEM0003305,ORD000952,PROD00018,1,57851.82,23.69
ITEM0003306,ORD000953,PROD00261,3,35880.89,0.29
ITEM0003307,ORD000953,PROD_DUP_248,5,13444.93,32.65
ITEM0003308,ORD000954,PROD00138,3,14451.36,2.27
ITEM0003309,ORD000954,PROD00015,3,3631.08,7.82
ITEM0003310,ORD000954,PROD00250,3,2595.77,33.3
ITEM0003311,ORD000954,PROD00196,3,19028.45,25.05
ITEM0003312,ORD000954,PROD00294,5,12314.4,5.23
ITEM0003313,ORD000954,PROD00220,3,53302.28,23.62
ITEM0003314,ORD000955,PROD00124,0,31585.25,17.39
ITEM0003315,ORD000955,PROD00187,1,8729.44,14.68
ITEM0003316,ORD000955,PROD00241,4,15219.97,18.81
ITEM0003317,ORD000956,PROD00056,3,64832.21,13.21
ITEM0003318,ORD000956,PROD00006,1,3286.66,30.55
ITEM0003319,ORD000956,PROD00020,0,70058.39,0.89
ITEM0003320,ORD000957,PROD00042,3,851.12,12.12
ITEM0003321,ORD000957,PROD00300,2,1163.82,8.96
ITEM0003322,ORD000957,PROD00224,3,54820.98,3.36
ITEM0003323,ORD000957,PROD00275,5,1589.33,6.63
ITEM0003324,ORD000957,PROD00293,5,6508.01,15.65
ITEM0003325,ORD000958,PROD00107,1,128039.99,15.19
ITEM0003326,ORD000958,PROD00022,-4,9177.73,25.83
ITEM0003327,ORD000959,PROD00190,-1,4989.53,15.1
ITEM0003328,ORD000959,PROD00211,1,235.37,4.91
ITEM0003329,ORD000959,PROD00150,1,35744.49,3.96
ITEM0003330,ORD000959,PROD00098,1,101886.16,21.04
ITEM0003331,ORD000960,PROD00036,3,9080.54,31.12
ITEM0003332,ORD000960,PROD00299,5,5860.91,13.88
ITEM0003333,ORD000961,PROD00004,2,945.43,5.06
ITEM0003334,ORD000961,PROD00025,3,2571.12,32.75
ITEM0003335,ORD000962,PROD00050,2,635.92,24.56
ITEM0003336,ORD000962,PROD00271,5,69182.89,32.75
ITEM0003337,ORD000962,PROD00140,3,10466.68,8.46
ITEM0003338,ORD000962,PROD00220,3,53302.28,21.78
ITEM0003339,ORD000962,PROD00256,1,19894.86,17.86
ITEM0003340,ORD000963,PROD00019,3,39804.94,0.96
ITEM0003341,ORD000963,PROD00025,0,2571.12,22.71
ITEM0003342,ORD000963,PROD00201,1,331.81,4.85
ITEM0003343,ORD000963,PROD00114,3,129739.16,13.12
ITEM0003344,ORD000964,PROD00185,1,88426.11,29.2
ITEM0003345,ORD000965,PROD00191,4,18482.44,31.2
ITEM0003346,ORD000965,PROD00244,5,358.32,3.37
ITEM0003347,ORD000965,PROD00250,3,2595.77,19.84
ITEM0003348,ORD000965,PROD00098,3,101886.16,27.68
ITEM0003349,ORD000965,PROD00199,1,37442.17,15.94
ITEM0003350,ORD000965,PROD00140,4,10466.68,30.44
ITEM0003351,ORD000966,PROD00117,2,28499.09,22.13
ITEM0003352,ORD000966,PROD00224,4,54820.98,16.97
ITEM0003353,ORD000966,PROD00283,1,34928.13,146.25
ITEM0003354,ORD000966,PROD00276,2,3225.79,34.24
ITEM0003355,ORD000966,PROD00274,1,3119.83,28.01
ITEM0003356,ORD000966,PROD00093,5,799.0,28.11
ITEM0003357,ORD000967,PROD00283,4,34928.13,26.18
ITEM0003358,ORD000967,PROD00284,1,3583.48,31.76
ITEM0003359,ORD000967,PROD00180,2,45620.93,29.13
ITEM0003360,ORD000967,PROD00028,1,59359.69,23.96
ITEM0003361,ORD000968,PROD00171,4,1587.59,1.73
ITEM0003362,ORD000968,PROD00141,5,738.47,27.97
ITEM0003363,ORD000968,PROD00267,1,5023.39,22.21
ITEM0003364,ORD000968,PROD00059,3,1558.61,31.1
ITEM0003365,ORD000968,PROD00175,3,5323.61,0.13
ITEM0003366,ORD000968,PROD00187,4,8729.44,13.68
ITEM0003367,ORD000969,INVALID_PROD_36394,3,737.02,30.58
ITEM0003368,ORD000969,PROD00113,4,14490.24,15.17
ITEM0003369,ORD000969,PROD00181,5,34804.16,8.0
ITEM0003370,ORD000970,PROD00120,5,1922.05,6.46
ITEM0003371,ORD000970,PROD00138,5,14451.36,3.77
ITEM0003372,ORD000971,PROD00160,4,4270.13,8.18
ITEM0003373,ORD000972,PROD00276,1,3225.79,7.03
ITEM0003374,ORD000972,PROD00043,2,5667.41,12.09
ITEM0003375,ORD000972,PROD00056,4,64832.21,17.74
ITEM0003376,ORD000973,PROD00158,4,255.24,6.7
ITEM0003377,ORD000973,PROD00090,2,12776.72,26.15
ITEM0003378,ORD000973,PROD00195,1,45234.5,14.26
ITEM0003379,ORD000974,PROD00178,5,11840.22,18.29
ITEM0003380,ORD000974,PROD00140,2,10466.68,26.29
ITEM0003381,ORD000975,PROD00254,-3,83824.83,15.66
ITEM0003382,ORD000975,PROD00015,4,3631.08,20.11
ITEM0003383,ORD000975,PROD00250,3,2595.77,20.64
ITEM0003384,ORD000975,PROD00029,4,12387.11,25.93
ITEM0003385,ORD000975,PROD00169,1,8770.94,11.07
ITEM0003386,ORD000975,PROD00040,5,6724.73,10.13
ITEM0003387,ORD000976,PROD00264,4,57779.76,0.21
ITEM0003388,ORD000976,PROD00045,4,65694.03,23.36
ITEM0003389,ORD000977,PROD00156,3,263.76,17.23
ITEM0003390,ORD000978,PROD00011,1,53479.92,3.35
ITEM0003391,ORD000978,PROD00056,4,64832.21,2.68
ITEM0003392,ORD000979,PROD00097,4,8629.08,9.45
ITEM0003393,ORD000979,PROD00046,2,3348.49,110.23
ITEM0003394,ORD000980,PROD00294,3,12314.4,33.5
ITEM0003395,ORD000981,PROD00160,5,4270.13,30.0
ITEM0003396,ORD000982,PROD00273,2,5839.38,13.43
ITEM0003397,ORD000982,PROD00240,2,56530.69,2.73
ITEM0003398,ORD000982,PROD00026,5,19557.07,18.15
ITEM0003399,ORD000983,PROD00160,5,4270.13,5.95
ITEM0003400,ORD000983,PROD00012,5,16414.48,0.61
ITEM0003401,ORD000983,PROD00198,0,88452.16,136.86
ITEM0003402,ORD000983,PROD00134,3,281.46,21.36
ITEM0003403,ORD000983,PROD00043,5,5667.41,1.0
ITEM0003404,ORD000984,PROD00123,2,16024.54,5.82
ITEM0003405,ORD000984,PROD00114,4,129739.16,9.16
ITEM0003406,ORD000984,PROD00198,1,88452.16,16.25
ITEM0003407,ORD000984,PROD00168,2,786.46,22.99
ITEM0003408,ORD000985,PROD00106,1,1535.04,12.04
ITEM0003409,ORD000985,PROD00289,4,1903.39,29.52
ITEM0003410,ORD000985,PROD00178,5,11840.22,14.73
ITEM0003411,ORD000985,PROD00032,1,15757.18,16.04
ITEM0003412,ORD000985,PROD00006,3,3286.66,8.48
ITEM0003413,INVALID_ORD_92279,PROD00149,1,737.02,29.91
ITEM0003414,ORD000986,PROD00223,3,31608.39,34.07
ITEM0003415,ORD000986,PROD00081,3,14240.57,6.07
ITEM0003416,ORD000986,PROD00212,2,18473.59,23.06
ITEM0003417,ORD000987,PROD00133,2,16317.65,31.96
ITEM0003418,ORD000987,PROD00164,5,136789.18,19.68
ITEM0003419,ORD000987,PROD00167,1,15629.7,17.01
ITEM0003420,ORD000987,PROD00139,5,12429.19,12.82
ITEM0003421,ORD000987,PROD00264,5,57779.76,11.66
ITEM0003422,ORD000988,PROD00097,4,8629.08,27.04
ITEM0003423,ORD000988,PROD00042,1,851.12,2.5
ITEM0003424,ORD000988,PROD00265,4,7815.58,27.2
ITEM0003425,ORD000988,PROD00092,1,3453.47,7.51
ITEM0003426,ORD000988,PROD00148,3,46265.49,19.74
ITEM0003427,ORD000989,PROD00119,5,1779.27,7.01
ITEM0003428,ORD000989,PROD00186,2,10600.32,1.26
ITEM0003429,ORD000989,PROD00175,2,5323.61,33.76
ITEM0003430,ORD000989,PROD00251,2,37604.62,13.29
ITEM0003431,ORD000989,PROD00011,4,53479.92,22.41
ITEM0003432,ORD000989,PROD00078,3,80173.3,16.65
ITEM0003433,ORD000990,PROD00009,5,11170.3,1.36
ITEM0003434,ORD000991,PROD00084,2,49768.99,7.34
ITEM0003435,ORD000992,PROD00055,2,1893.42,20.87
ITEM0003436,ORD000992,PROD00098,2,101886.16,3.46
ITEM0003437,ORD000992,PROD00085,4,3944.47,14.44
ITEM0003438,ORD000993,PROD00059,3,1558.61,16.62
ITEM0003439,ORD000993,PROD00019,3,39804.94,13.75
ITEM0003440,ORD000994,PROD00253,5,30181.5,29.04
ITEM0003441,ORD000994,PROD00064,3,6397.09,6.25
ITEM0003442,ORD000994,PROD00096,2,15644.62,13.76
ITEM0003443,ORD000994,PROD00138,4,14451.36,6.73
ITEM0003444,ORD000995,PROD00289,2,1903.39,29.85
ITEM0003445,ORD000995,PROD00291,4,68752.62,19.19
ITEM0003446,ORD000995,PROD00175,3,5323.61,32.87
ITEM0003447,ORD000995,PROD00224,0,54820.98,6.38
ITEM0003448,ORD000995,PROD00220,-3,53302.28,23.66
ITEM0003449,ORD000995,PROD00274,4,3119.83,20.99
ITEM0003450,ORD000996,PROD00288,4,12413.32,13.72
ITEM0003451,ORD000996,PROD00290,2,41413.51,34.95
ITEM0003452,ORD000996,PROD00064,5,6397.09,31.89
ITEM0003453,ORD000996,PROD00200,1,23481.36,2.92
ITEM0003454,ORD000997,PROD00019,2,39804.94,3.96
ITEM0003455,ORD000998,PROD00267,4,5023.39,32.25
ITEM0003456,ORD000998,PROD00105,2,16922.48,4.57
ITEM0003457,ORD000998,PROD00206,4,17398.64,28.33
ITEM0003458,ORD000999,PROD00277,3,10462.69,5.65
ITEM0003459,ORD000999,PROD00208,3,11211.45,10.66
ITEM0003460,ORD000999,PROD00237,2,3389.65,25.69
ITEM0003461,ORD001000,PROD00103,-1,210.19,12.38
ITEM0003462,ORD001000,PROD00024,2,18935.15,27.04
ITEM0003463,ORD001000,PROD00294,4,12314.4,19.1
ITEM0003464,ORD001001,PROD00281,4,2777.16,34.6
ITEM0003465,ORD001001,PROD00154,2,15820.26,3.49
ITEM0003466,ORD001001,PROD00171,2,1587.59,24.75
ITEM0003467,ORD001002,PROD00222,1,529.14,26.64
ITEM0003468,ORD001002,PROD00263,1,4176.74,1.67
ITEM0003469,ORD001002,PROD00300,1,1163.82,10.57
ITEM0003470,ORD001002,PROD00002,3,13344.44,0.5
ITEM0003471,ORD001002,PROD00124,3,31585.25,5.65
ITEM0003472,ORD001003,PROD00113,4,14490.24,6.01
ITEM0003473,ORD001003,PROD00232,2,20147.3,7.67
ITEM0003474,ORD001003,PROD00092,3,3453.47,121.57
ITEM0003475,ORD001003,PROD00130,1,11592.7,9.91
ITEM0003476,ORD001004,PROD00189,2,9958.04,28.79
ITEM0003477,ORD001004,PROD00205,5,6001.17,6.5
ITEM0003478,ORD001005,PROD00258,-2,11131.97,3.43
ITEM0003479,ORD001005,PROD00053,2,1294.67,26.92
ITEM0003480,ORD001005,PROD00133,2,16317.65,21.19
ITEM0003481,ORD001005,PROD00083,1,56427.07,127.41
ITEM0003482,ORD001006,PROD00184,1,99913.97,21.8
ITEM0003483,ORD001006,PROD00175,2,5323.61,4.73
ITEM0003484,ORD001007,PROD00123,0,16024.54,13.62
ITEM0003485,ORD001007,PROD00121,4,79730.15,19.26
ITEM0003486,ORD001008,PROD00102,4,20526.64,23.96
ITEM0003487,ORD001008,PROD00123,-2,16024.54,6.99
ITEM0003488,ORD001008,PROD00173,4,77771.82,9.51
ITEM0003489,ORD001009,PROD00098,2,101886.16,3.2
ITEM0003490,ORD001010,PROD00149,5,737.02,5.53
ITEM0003491,ORD001010,PROD00222,2,529.14,7.43
ITEM0003492,ORD001011,PROD00016,2,155813.5,10.89
ITEM0003493,ORD001011,PROD00127,1,6869.22,11.99
ITEM0003494,ORD001011,PROD00195,4,45234.5,10.71
ITEM0003495,ORD001011,PROD00101,3,90820.31,11.37
ITEM0003496,ORD001011,PROD00070,2,70038.79,7.57
ITEM0003497,ORD001012,PROD00165,2,5849.47,26.68
ITEM0003498,ORD001012,PROD00131,5,2403.64,15.33
ITEM0003499,ORD001012,PROD00123,2,16024.54,137.33
ITEM0003500,ORD001012,PROD00151,1,75177.2,5.03
ITEM0003501,ORD001012,PROD00040,3,6724.73,9.15
ITEM0003502,ORD001012,PROD00105,1,16922.48,11.69
ITEM0003503,ORD001013,PROD00073,4,36426.6,22.78
ITEM0003504,ORD001013,PROD00130,1,11592.7,4.39
ITEM0003505,ORD001014,PROD00204,2,56411.49,10.42
ITEM0003506,ORD001014,PROD00079,1,11534.5,33.15
ITEM0003507,ORD001014,PROD00161,3,89959.13,17.84
ITEM0003508,ORD001014,PROD00247,5,60305.75,10.7
ITEM0003509,ORD001014,PROD00096,4,15644.62,6.81
ITEM0003510,ORD001014,PROD00046,2,3348.49,21.53
ITEM0003511,ORD001015,PROD00282,2,1528.85,0.04
ITEM0003512,ORD001015,PROD00214,4,9055.44,2.47
ITEM0003513,ORD001015,PROD00145,5,7654.14,4.19
ITEM0003514,ORD001015,PROD00182,4,60233.51,25.87
ITEM0003515,ORD001015,PROD00279,3,13479.28,24.19
ITEM0003516,ORD001015,PROD00215,5,13895.27,33.97
ITEM0003517,ORD001016,PROD00207,1,90137.22,0.38
ITEM0003518,ORD001016,PROD00196,1,19028.45,5.94
ITEM0003519,ORD001016,PROD00081,3,14240.57,20.97
ITEM0003520,ORD001017,PROD00172,0,660.53,1.92
ITEM0003521,ORD001017,INVALID_PROD_89606,3,129739.16,25.78
ITEM0003522,ORD001017,PROD00037,1,16473.88,7.44
ITEM0003523,ORD001017,PROD00072,2,6009.58,33.59
ITEM0003524,ORD001017,PROD00170,1,12487.59,21.91
ITEM0003525,ORD001018,PROD00238,2,10985.44,7.16
ITEM0003526,ORD001019,PROD00077,2,949.09,23.65
ITEM0003527,ORD001019,PROD00062,2,1755.31,20.39
ITEM0003528,ORD001019,PROD00241,2,15219.97,21.06
ITEM0003529,ORD001019,PROD00240,4,56530.69,28.76
ITEM0003530,ORD001019,PROD00004,5,945.43,20.76
ITEM0003531,ORD001020,PROD00169,1,8770.94,27.87
ITEM0003532,ORD001020,PROD00236,3,38161.26,5.43
ITEM0003533,ORD001020,PROD00271,1,69182.89,29.55
ITEM0003534,ORD001020,PROD00290,5,41413.51,24.61
ITEM0003535,ORD001021,PROD_DUP_765,5,60305.75,26.57
ITEM0003536,ORD001021,PROD00122,2,1085.5,31.45
ITEM0003537,ORD001022,PROD00060,1,14823.48,20.68
ITEM0003538,ORD001022,PROD00100,1,9419.26,34.95
ITEM0003539,ORD001022,PROD00144,5,35676.4,9.88
ITEM0003540,ORD001022,PROD00088,4,9502.99,5.81
ITEM0003541,ORD001022,PROD00004,2,945.43,33.31
ITEM0003542,ORD001023,PROD00210,1,116861.98,34.26
ITEM0003543,ORD001024,PROD00140,1,10466.68,11.57
ITEM0003544,ORD001024,PROD00220,2,53302.28,146.01
ITEM0003545,ORD001025,PROD00248,3,13070.96,14.38
ITEM0003546,ORD001025,PROD00213,3,67924.54,11.42
ITEM0003547,ORD001025,PROD00274,2,3119.83,15.11
ITEM0003548,ORD001026,PROD00038,1,3024.72,9.73
ITEM0003549,ORD001026,PROD00257,3,31755.6,6.65
ITEM0003550,ORD001026,PROD00031,1,14324.32,29.12
ITEM0003551,ORD001026,PROD00174,5,6796.1,23.59
ITEM0003552,ORD001026,PROD00062,1,1755.31,32.05
ITEM0003553,ORD001027,PROD00049,3,8241.32,26.81
ITEM0003554,ORD001028,PROD00204,5,56411.49,3.41
ITEM0003555,ORD001028,PROD00025,5,2571.12,8.48
ITEM0003556,ORD001028,PROD00042,4,851.12,1.72
ITEM0003557,ORD001029,PROD00288,5,12413.32,22.15
ITEM0003558,ORD001029,PROD00240,5,56530.69,33.54
ITEM0003559,ORD001029,PROD00102,5,20526.64,31.44
ITEM0003560,ORD001029,PROD00179,-1,11703.98,28.63
ITEM0003561,ORD001030,PROD00243,2,19132.03,19.42
ITEM0003562,ORD001030,PROD00265,2,7815.58,24.65
ITEM0003563,ORD001030,PROD00262,2,2761.19,3.23
ITEM0003564,ORD001031,PROD00120,1,1922.05,13.36
ITEM0003565,ORD001031,PROD_DUP_248,3,13444.93,14.44
ITEM0003566,ORD001031,PROD00009,1,11170.3,14.69
ITEM0003567,ORD001031,PROD00116,0,72895.77,9.04
ITEM0003568,ORD001031,PROD00046,1,3348.49,0.92
ITEM0003569,ORD001031,PROD00200,1,23481.36,32.54
ITEM0003570,ORD001032,PROD00206,5,17398.64,10.88
ITEM0003571,ORD001032,PROD00070,1,70038.79,4.43
ITEM0003572,ORD001032,PROD00268,1,247.24,20.09
ITEM0003573,ORD001032,PROD00116,3,72895.77,11.43
ITEM0003574,ORD001032,PROD00159,4,18880.93,27.68
ITEM0003575,ORD001032,PROD00210,2,116861.98,0.9
ITEM0003576,ORD001033,PROD00209,1,48158.17,20.45
ITEM0003577,ORD001034,PROD00245,2,77190.55,21.84
ITEM0003578,ORD001035,PROD00200,4,23481.36,13.16
ITEM0003579,ORD001036,PROD00052,5,8276.3,20.16
ITEM0003580,ORD001036,PROD00263,3,4176.74,22.93
ITEM0003581,ORD001037,PROD00247,1,60305.75,24.28
ITEM0003582,ORD001037,PROD00082,4,4931.74,13.44
ITEM0003583,ORD001037,PROD00143,1,9888.94,13.64
ITEM0003584,ORD001038,PROD00235,1,9096.22,4.91
ITEM0003585,ORD001038,PROD00010,1,19555.43,24.24
ITEM0003586,ORD001038,PROD00291,2,68752.62,17.17
ITEM0003587,ORD001039,PROD00210,2,116861.98,4.8
ITEM0003588,ORD001039,PROD00041,-3,13175.99,24.93
ITEM0003589,ORD001040,PROD00097,3,8629.08,21.98
ITEM0003590,ORD001040,PROD00275,1,1589.33,17.64
ITEM0003591,ORD001041,PROD00265,2,7815.58,7.15
ITEM0003592,ORD001041,PROD00083,5,56427.07,17.36
ITEM0003593,ORD001041,PROD00067,0,16473.79,24.92
ITEM0003594,INVALID_ORD_38706,PROD00299,5,5860.91,19.78
ITEM0003595,ORD001041,PROD00025,2,2571.12,14.71
ITEM0003596,ORD001041,PROD00291,1,68752.62,30.65
ITEM0003597,ORD001042,PROD00001,2,107560.75,17.1
ITEM0003598,ORD001042,PROD00024,5,18935.15,23.88
ITEM0003599,ORD001042,PROD00289,1,1903.39,21.16
ITEM0003600,ORD001042,PROD00295,1,6438.13,18.26
ITEM0003601,ORD001042,PROD00272,5,43464.46,20.54
ITEM0003602,ORD001042,PROD00041,4,13175.99,15.58
ITEM0003603,ORD001043,PROD00234,4,491.09,25.05
ITEM0003604,ORD001044,PROD00154,2,15820.26,12.51
ITEM0003605,ORD001044,PROD00277,5,10462.69,25.51
ITEM0003606,ORD001044,PROD00136,1,15602.8,29.13
ITEM0003607,ORD001044,PROD00242,1,49321.02,28.16
ITEM0003608,ORD001044,PROD00174,1,6796.1,10.34
ITEM0003609,ORD001044,PROD00042,5,851.12,26.11
ITEM0003610,ORD001045,PROD00273,4,5839.38,25.05
ITEM0003611,ORD001045,PROD00052,2,8276.3,20.19
ITEM0003612,ORD001045,PROD00032,4,15757.18,2.82
ITEM0003613,ORD001045,PROD00012,1,16414.48,28.54
ITEM0003614,ORD001045,PROD00159,2,18880.93,6.11
ITEM0003615,ORD001046,PROD00160,1,4270.13,16.62
ITEM0003616,ORD001047,PROD00101,3,90820.31,6.47
ITEM0003617,ORD001047,PROD00084,4,49768.99,17.55
ITEM0003618,ORD001047,PROD00124,3,31585.25,13.89
ITEM0003619,ORD001047,PROD00128,2,2957.45,32.96
ITEM0003620,ORD001047,PROD00165,3,5849.47,14.65
ITEM0003621,ORD001047,PROD00097,1,8629.08,32.62
ITEM0003622,ORD001048,PROD00293,5,6508.01,22.82
ITEM0003623,ORD001049,PROD00143,4,9888.94,0.67
ITEM0003624,ORD001049,PROD00061,1,168745.97,29.4
ITEM0003625,ORD001049,PROD00084,3,49768.99,2.41
